level_0,address,address_norm,latitude,longitude,district,area,index
67250,"Казань, Оренбургский тракт, д. 138","казань, оренбургский тракт, д. 138",,,,,63490.0
67251,"шоссе Энтузиастов, д. 1, корп. 1","шоссе энтузиастов, д. 1, корпус 1",55.748027,37.68712,район Лефортово,Юго-Восточный административный округ,63491.0
67252,"Мытищи, ул. Веры Волошиной, д. 18","мытищи, улица веры волошиной, д. 18",55.894076,37.72263,21-й микрорайон,,63492.0
67253,"ул. Веерная, д. 24а","улица веерная, д. 24а",55.709049,37.484244,микрорайон Матвеевское,,63493.0
67254,"Уланский пер., д. 14а","уланский переулок, д. 14а",55.768659,37.639401,Красносельский район,Центральный административный округ,63494.0
67255,"Рязань, ул. Высоковольтная, д. 48, лит. А","рязань, улица высоковольтная, д. 48, лит. а",,,,,63495.0
67256,"Одинцово, ш. Можайское, д. 165","одинцово, шоссе можайское, д. 165",55.688603,37.307079,микрорайон 5А,,63496.0
67257,"Курск, пр. Вячеслава Клыкова, д. 100","курск, проезд вячеслава клыкова, д. 100",,,,,63497.0
67258,"Зеленоград, Зеленоград, корпус 1460","зеленоград, зеленоград, корпус 1460",55.984637,37.163636,14-й микрорайон,,63498.0
67259,"Долгопрудный, просп. Ракетостроителей, д. 9, корп. 3","долгопрудный, пр-т ракетостроителей, д. 9, корпус 3",55.935022,37.504474,микрорайон Центральный,,63499.0
67260,"Балашиха, Энтузиастов шоссе, д. 30","балашиха, энтузиастов шоссе, д. 30",55.792943,37.935702,28 микрорайон,,63500.0
67261,"Калининград, ул. Летняя, д. 3","калининград, улица летняя, д. 3",,,,,63501.0
67262,"Мытищи, ул. Семашко д. 2","мытищи, улица семашко д. 2",55.8988,37.735593,Тайнинка – 22-й микрорайон,,63502.0
67263,"Кашира, ул. Садовая, д. 7","кашира, улица садовая, д. 7",,,,,63503.0
67264,"ул. Беловежская, д. 43","улица беловежская, д. 43",55.710144,37.394449,Можайский район,Западный административный округ,63504.0
67265,"ул. Тимирязевская, д. 17, корп. 1","улица тимирязевская, д. 17, корпус 1",55.812337,37.566575,Тимирязевский район,Северный административный округ,63505.0
67266,"ул. Братиславская, д. 21, корп. 1","улица братиславская, д. 21, корпус 1",55.657321,37.762614,район Марьино,Юго-Восточный административный округ,63506.0
67267,"Можайск, ул. Полосухина, д. 6А","можайск, улица полосухина, д. 6а",,,,,63507.0
67268,"Брянск, ул. Советская, д. 116","брянск, улица советская, д. 116",,,,,63508.0
67269,"ул. Адмирала Лазарева, д. 6","улица адмирала лазарева, д. 6",55.546287,37.541629,район Южное Бутово,Юго-Западный административный округ,63509.0
67270,"Лосино-Петровский, пос. Юность, д. 1","лосино-петровский, поселок юность, д. 1",55.920623,38.13025,Ошибка,Ошибка,63510.0
67271,"пос. Внуковское, ул. Корнея Чуковского, д. 1","поселок внуковское, улица корнея чуковского, д. 1",55.635899,37.329788,микрорайон Переделкино Ближнее,,63511.0
67272,"Нелидово, ул. Куйбышева, д. 10","нелидово, улица куйбышева, д. 10",,,,,63512.0
67273,"просп. Ленинградский, д. 31а, стр. 1","пр-т ленинградский, д. 31а, стр 1",55.7836,37.560197,район Беговой,Северный административный округ,63513.0
67274,"ул. Климашкина, д. 16","улица климашкина, д. 16",55.768015,37.570285,Пресненский район,Центральный административный округ,63514.0
67275,"пос. Коммунарка, ул. Александры Монаховой, д. 7а","поселок коммунарка, улица александры монаховой, д. 7а",55.574548,37.474264,,,63515.0
67276,ул. Новороссийская д. 16 кор. 2,улица новороссийская д. 16 кор. 2,55.677976,37.758859,район Люблино,Юго-Восточный административный округ,63516.0
67277,"ул. Бахрушина, д. 13","улица бахрушина, д. 13",55.735515,37.635682,район Замоскворечье,Центральный административный округ,63517.0
67278,"Владимир, ул. Гагарина, д. 11","владимир, улицаг. агарина, д. 11",,,,,63518.0
67279,"Волгоградский проспект, д. 11","волгоградский пр-т, д. 11",55.730471,37.675604,Таганский район,Центральный административный округ,63519.0
67280,"Калуга, площадь Мира, д. 4/1","калуга, площадь мира, д. 4/1",,,,,63520.0
67281,"Лобня, ул. Заречная, д. 15","лобня, улица заречная, д. 15",56.01475,37.459325,микрорайон Букино,,63521.0
67282,"Спартаковская площадь, д. 1/7, стр. 1","спартаковская площадь, д. 1/7, стр 1",55.777996,37.680715,Красносельский район,Центральный административный округ,63522.0
67283,"ул. Правды, д. 24, стр. 11","улица правды, д. 24, стр 11",55.786025,37.584972,район Беговой,Северный административный округ,63523.0
67284,"Истра, дер. Черная, ул. Садовая, стр. 4а","истра, дер. черная, улица садовая, стр 4а",55.839775,37.132293,,,63524.0
67285,"просп. Мира, д. 69, стр. 1","пр-т мира, д. 69, стр 1",55.786961,37.634353,Мещанский район,Центральный административный округ,63525.0
67286,"наб. Овчинниковская, д. 22/24, стр. 2","набережная овчинниковская, д. 22/24, стр 2",55.743421,37.634892,район Замоскворечье,Центральный административный округ,63526.0
67287,"ул. Толбухина, д. 14","улица толбухина, д. 14",55.723481,37.400638,Можайский район,Западный административный округ,63527.0
67288,"Раменское, с. Никоновское, ул. Центральная, д. 78","раменское, с. никоновское, улица центральная, д. 78",55.280072,38.160577,Ошибка,Ошибка,63528.0
67289,"Павловский Посад, ул. Кирова, д. 4","павловский посад, улица кирова, д. 4",,,,,63529.0
67290,"Рязань, ул. Островского, д. 122, корп. 1","рязань, улица островского, д. 122, корпус 1",,,,,63530.0
67291,"Ступино, ул. Чайковского, вл. 7, корп. 1","ступино, улица чайковского, вл. 7, корпус 1",,,,,63531.0
67292,"ул. 1-я Новокузьминская, д. 6, корп. 2","улица 1-я новокузьминская, д. 6, корпус 2",55.717406,37.782135,Рязанский район,Юго-Восточный административный округ,63532.0
67293,"Пушкино, Писаревский проезд, д. 5а","пушкино, писаревский проезд, д. 5а",56.009044,37.84464,Ошибка,Ошибка,63534.0
67294,"Красногорск, п. Нахабино, ул. Чкалова, д. 5","красногорск, поселок нахабино, улица чкалова, д. 5",55.838496,37.183614,Ошибка,Ошибка,63535.0
67295,"Балашиха, пр. Ленина, д. 30","балашиха, проезд ленина, д. 30",55.797007,37.938118,микрорайон Балашиха-1,,63536.0
67296,"Воскресенск, ул. Пионерская, д. 13","воскресенск, улица пионерская, д. 13",,,,,63537.0
67297,"Махачкала, ул. Гайдара Гаджиева, д. 24","махачкала, улицаг. айдараг. аджиева, д. 24",,,,,63538.0
67298,"ул. Земляной вал, д. 68/18, стр. 5","улица земляной вал, д. 68/18, стр 5",55.745154,37.653855,Таганский район,Центральный административный округ,63539.0
67299,"Саранск, ул. Волгоградская, д. 73","саранск, улица волгоградская, д. 73",,,,,63540.0
67300,"Троицк (Москва), микрорайон В, д. 52","троицк , микрорайон в, д. 52",55.490585,37.297521,микрорайон В,,63541.0
67301,"Руза, пос. Тучково, ул. Москворецкая, д. 2, корп. 4","руза, поселок тучково, улица москворецкая, д. 2, корпус 4",55.60369,36.482389,,,63542.0
67302,"Голицыно, ул. Советская, д. 58","г. олицыно, улица советская, д. 58",55.618745,36.982392,Ошибка,Ошибка,63543.0
67303,"Щёлково, ул. Фрунзе, д. 1","щёлково, улица фрунзе, д. 1",55.929429,37.980878,микрорайон Потапово-2,,63544.0
67304,"Домодедово, аэропорт Домодедово имени М. В. Ломоносова, 17 (Здание КДЦ)","д.одедово, аэропорт д.одедово имени м. в. ломоносова, 17 ",55.427586,37.876458,Ошибка,Ошибка,63545.0
67305,"пос. Филимонковское, квартал 25, д. 1, корп. 10","поселок филимонковское, квартал 25, д. 1, корпус 10",55.567636,37.285977,,,63546.0
67306,"Сергиев Посад, Новоугличское шоссе, д. 62А","сергиев посад, новоугличское шоссе, д. 62а",,,,,63547.0
67307,"Ступино, ул. Чайковского, д. 7, корп. 2","ступино, улица чайковского, д. 7, корпус 2",,,,,63548.0
67308,"шоссе Хорошевское, д. 90","шоссе хорошевское, д. 90",55.777935,37.515434,Хорошёвский район,Северный административный округ,63549.0
67309,"Жуковский, ул. Чкалова, д. 12","жуковский, улица чкалова, д. 12",55.591757,38.130456,,,63550.0
67310,"ул. 1-я Парковая, д. 14","улица 1-я парковая, д. 14",55.791612,37.778119,район Измайлово,Восточный административный округ,63551.0
67311,"ул. Пришвина, д. 18","улица пришвина, д. 18",55.887114,37.600388,район Бибирево,Северо-Восточный административный округ,63552.0
67312,"ул. Халтуринская, д. 7А","улица халтуринская, д. 7а",55.799973,37.727454,район Преображенское,Восточный административный округ,63553.0
67313,"Котельники, ул. Кузьминская, д. 15","котельники, улица кузьминская, д. 15",55.667102,37.861968,,,63554.0
67314,"ул. Каховка, д. 37, корп. 1","улица каховка, д. 37, корпус 1",55.658627,37.563844,район Черёмушки,Юго-Западный административный округ,63555.0
67315,"Барнаул, пр. Комсомольский, д. 73","барнаул, проезд комсомольский, д. 73",,,,,63556.0
67316,"Зеленоград, г. о. Солнечногорск, д. Юрлово, д. 89","зеленоград,г. о. солнечногорск, д. юрлово, д. 89",55.991893,37.21439,район Савёлки,Зеленоградский административный округ,63557.0
67317,"Железнодорожный (Балашиха), мкр. Купавна, ул. Адмирала Горшкова, д. 4","железнодорожный , мкр. купавна, улица адмиралаг. оршкова, д. 4",,,,,63558.0
67318,"Котельническая набережная, д. 21","котельническая набережная, д. 21",55.743811,37.6448,Таганский район,Центральный административный округ,63559.0
67319,"Саров, рп. Вознесенское, мкр. Заводской, д. 1","саров, рпоселок вознесенское, мкр. заводской, д. 1",,,,,63560.0
67320,"Люберцы, п. Томилино, мкр. Птицефабрика, д. 1","люберцы, поселок томилино, мкр. птицефабрика, д. 1",55.656844,37.926278,микрорайон Птицефабрика,,63561.0
67321,"ул. Столетова, д. 11","улица столетова, д. 11",55.703753,37.499695,район Раменки,Западный административный округ,63562.0
67322,"д. Лопатино, ул. Сухановская, д. 9","д. лопатино, улица сухановская, д. 9",55.534092,37.639303,,,63563.0
67323,"Одинцово, бульвар Любы Новоселовой, д. 18","одинцово, бул любы новоселовой, д. 18",55.676189,37.259297,микрорайон 1А,,63564.0
67324,"Домодедово, ул. Зеленая, д. 45","д.одедово, улица зеленая, д. 45",,,,,63565.0
67325,"Пенза, ул. Красная, д. 68","пенза, улица красная, д. 68",,,,,63566.0
67326,"ул. Зеленоградская, д. 35, корп. 5","улица зеленоградская, д. 35, корпус 5",55.875486,37.487856,район Ховрино,Северный административный округ,63567.0
67327,"Ленинский просп., д. 89/2","ленинский пр-т, д. 89/2",55.677935,37.531631,Ломоносовский район,Юго-Западный административный округ,63568.0
67328,"Наро-Фоминск, ул. Новикова, д. 34","наро-фоминск, улица новикова, д. 34",55.391314,36.714676,микрорайон Мальково,,63569.0
67329,"Яхрома, ул. Советская, д. 3","яхрома, улица советская, д. 3",56.290135,37.482079,Ошибка,Ошибка,63570.0
67330,"Нижний Новгород, ул. Дружаева, д. 8","нижний новгород, улица дружаева, д. 8",,,,,63571.0
67331,"ул. Академика Бочвара, д. 15","улица академика бочвара, д. 15",55.803003,37.455534,район Щукино,Северо-Западный административный округ,63572.0
67332,"Сыктывкар, ул. Маркова, д. 1","сыктывкар, улица маркова, д. 1",,,,,63573.0
67333,"Санкт-Петербург, пр. Культуры, д. 4","санкт-петербург, проезд культуры, д. 4",,,,,63574.0
67334,"Грозный, ул. Маяковского, д. 17","г. розный, улица маяковского, д. 17",,,,,63575.0
67335,"ул. Амурская, д. 1А, корп. 4","улица амурская, д. 1а, корпус 4",55.808913,37.758042,район Гольяново,Восточный административный округ,63576.0
67336,"ул. Ратная, д. 8г","улица ратная, д. 8г",55.574574,37.582206,район Северное Бутово,Юго-Западный административный округ,63577.0
67337,"Электроугли, ул. Школьная, д. 38","электроугли, улица школьная, д. 38",55.717842,38.227717,Ошибка,Ошибка,63578.0
67338,"Подольск, ул. Профсоюзная д. 4Б","подольск, улица профсоюзная д. 4б",55.464621,37.552894,микрорайон Силикатная-2,,63579.0
67339,"Нижний Новгород, ул. Большая Покровская, д. 62","нижний новгород, улица большая покровская, д. 62",,,,,63580.0
67340,"Большой Николопесковский переулок, д. 6","большой николопесковский переулок, д. 6",55.750682,37.590722,район Арбат,Центральный административный округ,63581.0
67341,"Липецк, ул. Московская, д. 6А","липецк, улица московская, д. 6а",,,,,63582.0
67342,"ул. Тверская, д. 12, стр. 8","улица тверская, д. 12, стр 8",55.764075,37.609164,Тверской район,Центральный административный округ,63583.0
67343,"Даев переулок, д. 33","даев переулок, д. 33",55.769535,37.639985,Красносельский район,Центральный административный округ,63584.0
67344,"ул. Вишневая, д. 14/11","улица вишневая, д. 14/11",,,,,63585.0
67345,"проезд Красноворотский, д. 3Б, стр. 3","проезд красноворотский, д. 3б, стр 3",55.77036,37.654304,Красносельский район,Центральный административный округ,63586.0
67346,"Люберцы, ул. 8 Марта, д. 18, корп. 1","люберцы, улица 8 марта, д. 18, корпус 1",55.70007,37.881587,,,63587.0
67347,"Казань, ул. Марселя Салимжанова, д. 21","казань, улица марселя салимжанова, д. 21",,,,,63588.0
67348,"пос. Рязановское, пос. Знамя Октября, стр. 9а","поселок рязановское, поселок знамя октября, стр 9а",55.475817,37.544243,,,63589.0
67349,"Чехов, ул. Вишневая, д. 5","чехов, улица вишневая, д. 5",55.144629,37.480759,,,63590.0
67350,"Зеленоград, ул. Александровка, д. 8, стр. 3","зеленоград, улица александровка, д. 8, стр 3",55.990066,37.148625,14-й микрорайон,,63591.0
67351,"Красногорск, п. Нахабино, ул. Школьная, д. 1","красногорск, поселок нахабино, улица школьная, д. 1",55.841245,37.147304,,,63592.0
67352,"Зеленоград, г. Зеленоград, корп. 2010","зеленоград,г. зеленоград, корпус 2010",55.974453,37.165019,20-й микрорайон,,63593.0
67353,"Люберцы, Октябрьский просп., д. 338","люберцы, октябрьский пр-т, д. 338",55.664807,37.902033,Ошибка,Ошибка,63594.0
67354,"ул. Снежная, д. 27, корп. 1","улица снежная, д. 27, корпус 1",55.85625,37.65249,район Свиблово,Северо-Восточный административный округ,63595.0
67355,"ул. Автозаводская, д 23, корп. 9","улица автозаводская, д 23, корпус 9",55.702211,37.639033,Даниловский район,Южный административный округ,63596.0
67356,"Ленинский просп., д. 111, корп. 1","ленинский пр-т, д. 111, корпус 1",,,,,63597.0
67357,"ул. Гарибальди, д. 19а","улицаг. арибальди, д. 19а",55.672864,37.548797,район Черёмушки,Юго-Западный административный округ,63598.0
67358,"просп. Мира, д. 188Б, корп. 4","пр-т мира, д. 188б, корпус 4",55.834426,37.659605,район Ростокино,Северо-Восточный административный округ,63599.0
67359,"Лобня, ул. Ленина, д. 23, корп. 1","лобня, улица ленина, д. 23, корпус 1",56.010342,37.474156,микрорайон Центральный,,63600.0
67360,"ул. Свободы, д. 95","улица свободы, д. 95",55.868784,37.441718,район Северное Тушино,Северо-Западный административный округ,63601.0
67361,"ул. Преображенская, д. 5/7","улица преображенская, д. 5/7",55.79559,37.70567,район Преображенское,Восточный административный округ,63602.0
67362,"Ленинский проспект, д. 146","ленинский пр-т, д. 146",55.657408,37.497656,район Тропарёво-Никулино,Западный административный округ,63603.0
67363,"Красногорск, бульвар Ильинский, д. 8","красногорск, бул ильинский, д. 8",55.817294,37.371066,микрорайон Павшинская Пойма,,63604.0
67364,"Одинцово, ул. Маршала Неделина, д. 9","одинцово, улица маршала неделина, д. 9",55.674925,37.270382,1-й микрорайон,,63605.0
67365,"ул. Тайнинская, д. 24","улица тайнинская, д. 24",55.883949,37.687084,Лосиноостровский район,Северо-Восточный административный округ,63606.0
67366,"ул. Трифоновская, д. 55","улица трифоновская, д. 55",55.789497,37.630248,Мещанский район,Центральный административный округ,63607.0
67367,"Бронницы, ул. Красная, д. 81","бронницы, улица красная, д. 81",55.425113,38.270845,Ошибка,Ошибка,63608.0
67368,"Краснознаменск (Московская область), д. Ликино, д. 103","краснознаменск , д. ликино, д. 103",55.63222,37.130218,,,63609.0
67369,"ул. Новолесная, д. 1/49","улица новолесная, д. 1/49",55.781539,37.591755,Тверской район,Центральный административный округ,63610.0
67370,"Вологда, ул. Челюскинцев, д. 62","вологда, улица челюскинцев, д. 62",,,,,63611.0
67371,"пер. Барыковский, д. 6","переулок барыковский, д. 6",55.741789,37.596633,район Хамовники,Центральный административный округ,63612.0
67372,"Пермь, ул. Куйбышева, д. 111","пермь, улица куйбышева, д. 111",,,,,63613.0
67373,"Симферополь, ул. Семашко, д. 8","симферополь, улица семашко, д. 8",,,,,63614.0
67374,"Карманицкий пер., д. 5","карманицкий переулок, д. 5",55.748746,37.585098,район Арбат,Центральный административный округ,63615.0
67375,"Дмитровское шоссе, д. 165Д, корп. 7","дмитровское шоссе, д. 165д, корпус 7",55.923882,37.541629,район Северный,Северо-Восточный административный округ,63616.0
67376,"просп. Андропова, д. 28","пр-т андропова, д. 28",55.679991,37.662641,район Нагатино-Садовники,Южный административный округ,63617.0
67377,"Щёлково, ул. Комсомольская, д. 5Б","щёлково, улица комсомольская, д. 5б",55.929641,37.993463,микрорайон Заречный,,63618.0
67378,"Видное, ул. Ольховая, д. 2","видное, улица ольховая, д. 2",55.54619,37.722415,6-й микрорайон,,63619.0
67379,"Пенза, с. Засечное, ул. Звёздная, д. 2А","пенза, с. засечное, улица звёздная, д. 2а",,,,,63620.0
67380,"просп. Союзный, д. 12а","пр-т союзный, д. 12а",55.749451,37.812839,район Новогиреево,Восточный административный округ,63621.0
67381,"ул. Михайлова, д. 29, корп. 3","улица михайлова, д. 29, корпус 3",55.727237,37.771912,Рязанский район,Юго-Восточный административный округ,63622.0
67382,"пос. Марушкинское, ул. Липовая аллея, д. 5","поселок марушкинское, улица липовая аллея, д. 5",55.595679,37.208093,,,63623.0
67383,"ул. Милашенкова, д. 7, корп. 1","улица милашенкова, д. 7, корпус 1",55.823626,37.585565,Бутырский район,Северо-Восточный административный округ,63624.0
67384,"Звенигород, ул. Комарова, д. 10","звенигород, улица комарова, д. 10",55.730198,36.857669,Ошибка,Ошибка,63625.0
67385,"ул. Дмитрия Ульянова, д. 27","улица дмитрия ульянова, д. 27",55.685675,37.581388,Академический район,Юго-Западный административный округ,63626.0
67386,"ул. Халтуринская, д. 18","улица халтуринская, д. 18",55.804815,37.726313,район Преображенское,Восточный административный округ,63627.0
67387,"Санкт-Петербург, просп. Юрия Гагарина, д. 42","санкт-петербург, пр-т юрияг. агарина, д. 42",,,,,63628.0
67388,"Обнинск, просп. Ленина, д. 85, корп. 3","обнинск, пр-т ленина, д. 85, корпус 3",55.10017,36.601722,24-й микрорайон,,63629.0
67389,"Стерлитамак, ул. Элеваторная, д. 116а","стерлитамак, улица элеваторная, д. 116а",,,,,63630.0
67390,"ул. Вавилова, д. 17","улица вавилова, д. 17",55.701861,37.580688,Академический район,Юго-Западный административный округ,63631.0
67391,"Раменское, пос. Ильинский, ул. Московская, д. 27Д","раменское, поселок ильинский, улица московская, д. 27д",55.616631,38.101612,Ошибка,Ошибка,63632.0
67392,"ул. Лобачевского, д. 92, корп. 4","улица лобачевского, д. 92, корпус 4",55.682209,37.484936,район Проспект Вернадского,Западный административный округ,63633.0
67393,"Химки, мкр. Сходня, ул. Кирова, д. 3","химки, мкр. сходня, улица кирова, д. 3",55.949677,37.301392,микрорайон Сходня,,63634.0
67394,"ул. Покровка, д. 40, стр. 2","улица покровка, д. 40, стр 2",55.761887,37.653029,Басманный район,Центральный административный округ,63635.0
67395,"Королёв, ул. Ленинская, д. 14, пом. 6","королёв, улица ленинская, д. 14, пом. 6",55.927029,37.844873,микрорайон Юбилейный,,63636.0
67396,"Одинцово, ул. Ракетчиков, д. 49а","одинцово, улица ракетчиков, д. 49а",55.655117,37.272736,,,63637.0
67397,"Махачкала, ул. Абдуллы Алиева, д. 18","махачкала, улица абдуллы алиева, д. 18",,,,,63638.0
67398,"ул. Декабристов, д. 21","улица декабристов, д. 21",55.86398,37.607709,район Отрадное,Северо-Восточный административный округ,63639.0
67399,"ул. Габричевского, д. 5, корп. 5","улицаг. абричевского, д. 5, корпус 5",55.815873,37.456046,район Покровское-Стрешнево,Северо-Западный административный округ,63640.0
67400,"ул. Озерная, д. 2, корп. 2","улица озерная, д. 2, корпус 2",,,,,63641.0
67401,"Астрахань, ул. Татищева, д. 2","астрахань, улица татищева, д. 2",,,,,63642.0
67402,"Электросталь, ул. Мира, д. 32","электросталь, улица мира, д. 32",,,,,63643.0
67403,"Плавский проезд, д. 2","плавский проезд, д. 2",55.549969,37.533706,район Южное Бутово,Юго-Западный административный округ,63644.0
67404,"пер. Печатников, д. 12","переулок печатников, д. 12",55.767271,37.627247,Мещанский район,Центральный административный округ,63645.0
67405,"ул. Братиславская, 33","улица братиславская, 33",55.65177,37.769936,район Марьино,Юго-Восточный административный округ,63646.0
67406,"Раменское, д. Островцы, ул. Баулинская, д. 4","раменское, д. островцы, улица баулинская, д. 4",55.604147,37.981633,микрорайон Новые Островцы,,63647.0
67407,"ул. Самотёчная, д. 1/15","улица самотёчная, д. 1/15",55.774497,37.618489,Тверской район,Центральный административный округ,63648.0
67408,"Одинцово, бульвар Маршала Крылова, д. 15","одинцово, бул маршала крылова, д. 15",55.687467,37.298428,5-й микрорайон,,63649.0
67409,"Волоколамск, ул. Ново-солдатская, д. 3","волоколамск, улица ново-солдатская, д. 3",,,,,63650.0
67410,"Елец, ул. Радиотехническая, д. 28А","елец, улица радиотехническая, д. 28а",,,,,63651.0
67411,"1-й Спасоналивковский переулок, д. 20","1-й спасоналивковский переулок, д. 20",55.733802,37.614042,район Якиманка,Центральный административный округ,63652.0
67412,"Ростов-на-Дону, ул. Варфоломеева, д. 103","ростов-на-дону, улица варфоломеева, д. 103",,,,,63653.0
67413,"Домодедово, с. Ям, ул. Мезенцева, д. 4","д.одедово, с. ям, улица мезенцева, д. 4",55.493665,37.737668,,,63654.0
67414,"Владикавказ, просп. Доватора, д. 57а","владикавказ, пр-т доватора, д. 57а",,,,,63655.0
67415,"Шатура, Больничный проезд, д. 2","шатура, больничный проезд, д. 2",,,,,63656.0
67416,"Саратов, ул. Вишневая, д. 6","саратов, улица вишневая, д. 6",,,,,63657.0
67417,"Красногорск, Красногорский район, с. Петрово-Дальнее, д. 1, стр. 1","красногорск, красногорский район, с. петрово-дальнее, д. 1, стр 1",55.746223,37.189121,Ошибка,Ошибка,63658.0
67418,"Королёв, ул. Дзержинского, д. 11, корп. 2","королёв, улица дзержинского, д. 11, корпус 2",55.918535,37.857701,исторический район Костино,,63659.0
67419,"Тверь, ул. Маршала Конева, д. 71","тверь, улица маршала конева, д. 71",,,,,63660.0
67420,"ул. Рочдельская, д. 15. стр. 16","улица рочдельская, д. 15. стр 16",55.755216,37.564284,Пресненский район,Центральный административный округ,63661.0
67421,"Пущино, ул. Институтская, д. 1","пущино, улица институтская, д. 1",,,,,63662.0
67422,"ш. Алтуфьевское, д. 56","шоссе алтуфьевское, д. 56",55.880798,37.587847,Алтуфьевский район,Северо-Восточный административный округ,63663.0
67423,"Химки, просп. Мельникова, д. 37","химки, пр-т мельникова, д. 37",55.908439,37.394817,район Новокуркино,,63664.0
67424,"Балашиха, просп. Ленина, д. 25","балашиха, пр-т ленина, д. 25",55.79766,37.939133,микрорайон Балашиха-1,,63665.0
67425,"Красногорск, бульвар Павшинский, д. 9","красногорск, бул павшинский, д. 9",55.820253,37.370931,микрорайон Павшинская Пойма,,63666.0
67426,"Шипиловский проезд, д. 39, корп. 1","шипиловский проезд, д. 39, корпус 1",55.611307,37.696741,район Орехово-Борисово Северное,Южный административный округ,63667.0
67427,"Медынь, ул. Кирова, д. 15","медынь, улица кирова, д. 15",,,,,63668.0
67428,"Капотня 3-й квартал, д. 27","капотня 3-й квартал, д. 27",55.637408,37.802949,район Капотня,Юго-Восточный административный округ,63669.0
67429,"Зеленоград, г. Зеленоград, корп. 1639","зеленоград,г. зеленоград, корпус 1639",55.975823,37.159584,16-й микрорайон,,63670.0
67430,"Королёв, ул. Ленина, д. 2","королёв, улица ленина, д. 2",55.92085,37.806533,Ошибка,Ошибка,63671.0
67431,"ул. Всеволода Вишневского, д. 9","улица всеволода вишневского, д. 9",,,,,63672.0
67432,"ул. Якорная, д. 4","улица якорная, д. 4",55.687573,37.681622,район Нагатинский Затон,Южный административный округ,63673.0
67433,"Ногинск, ул. Рабочая, д. 6/26","ногинск, улица рабочая, д. 6/26",,,,,63674.0
67434,"ул. Адмирала Лазарева, д. 62","улица адмирала лазарева, д. 62",55.540078,37.509649,район Южное Бутово,Юго-Западный административный округ,63675.0
67435,"Оренбург, ул. Аксакова, д. 23","оренбург, улица аксакова, д. 23",,,,,63676.0
67436,"просп. Кутузовский, д. 26, стр. 1","пр-т кутузовский, д. 26, стр 1",55.743411,37.542626,район Дорогомилово,Западный административный округ,63677.0
67437,"Железнодорожный (Балашиха), Носовихинское шоссе, д. 12","железнодорожный , носовихинское шоссе, д. 12",55.749055,37.97591,микрорайон Керамик,,63678.0
67438,"Санкт-Петербург, пер. Басков, д. 2","санкт-петербург, переулок басков, д. 2",,,,,63679.0
67439,"г. Московский, ул. Радужная, д. 11","г. московский, улица радужная, д. 11",55.591274,37.374219,микрорайон Град Московский,,63680.0
67440,"проезд Попов, д. 4","проезд попов, д. 4",55.78485,37.697504,район Сокольники,Восточный административный округ,63681.0
67441,"Сергиев Посад, просп. Красной Армии, д. 77а","сергиев посад, пр-т красной армии, д. 77а",,,,,63682.0
67442,"Нижний Новгород, Казанское шоссе, д. 7, к. 1","нижний новгород, казанское шоссе, д. 7, корпус 1",,,,,63683.0
67443,"Долгопрудный, ул. Набережная, д. 21","долгопрудный, улица набережная, д. 21",55.961611,37.519997,,,63684.0
67444,"Климовск, ул. Заводская, д. 6а","климовск, улица заводская, д. 6а",55.380923,37.544099,микрорайон Климовск,,63685.0
67445,"Серпухов, ул. 2-я Московская, д. 8/19","серпухов, улица 2-я московская, д. 8/19",,,,,63686.0
67446,"Железнодорожный (Балашиха), ул. Юбилейная, д. 24","железнодорожный , улица юбилейная, д. 24",,,,,63687.0
67447,"Электросталь, ул. Второва, д. 3","электросталь, улица второва, д. 3",,,,,63688.0
67448,"Междуреченск, просп. 50 лет Комсомола, д. 51","междуреченск, пр-т 50 лет комсомола, д. 51",,,,,63689.0
67449,"пер. Подсосенский, дом 20а","переулок подсосенский, д. 20а",55.756118,37.652014,Басманный район,Центральный административный округ,63690.0
67450,"Ступино, ул. Калинина, д. 17","ступино, улица калинина, д. 17",,,,,63691.0
67451,"Краснодар, ул. Кондратенко, д. 4","краснодар, улица кондратенко, д. 4",,,,,63692.0
67452,"Зеленоград, г. Зеленоград, корпус 1514","зеленоград,г. зеленоград, корпус 1514",55.982739,37.155165,15-й микрорайон,,63693.0
67453,"ул. Южнобутовская, д. 80","улица южнобутовская, д. 80",55.534377,37.517536,район Южное Бутово,Юго-Западный административный округ,63694.0
67454,"проезд 3-й Павелецкий, д. 3","проезд 3-й павелецкий, д. 3",55.71093,37.643938,,,63695.0
67455,"Химки, ул. Кирова, д. 23","химки, улица кирова, д. 23",55.887448,37.452426,Ошибка,Ошибка,63696.0
67456,"проезд Новотушинский д. 6, корп. 1","проезд новотушинский д. 6, корпус 1",55.837166,37.382959,район Митино,Северо-Западный административный округ,63697.0
67457,"Видное, бульвар Зелёные Аллеи, д. 6","видное, бул зелёные аллеи, д. 6",55.559038,37.700307,,,63698.0
67458,"просп. Кутузовский, д. 35","пр-т кутузовский, д. 35",55.740639,37.538269,район Дорогомилово,Западный административный округ,63699.0
67459,"Химки, ул. Молодежная, д. 64","химки, улица молодежная, д. 64",55.904922,37.390442,район Новокуркино,,63700.0
67460,"Зеленоград, 1-й Западный проезд, д. 8, стр. 1","зеленоград, 1-й западный проезд, д. 8, стр 1",56.009924,37.196909,,,63701.0
67461,"Тула, просп. Ленина, д. 81","тула, пр-т ленина, д. 81",,,,,63702.0
