level_0,address,address_norm,latitude,longitude,district,area,index
63864,"г. Москва, ул. 1-я Тверская-Ямская, д. 11","г. москва, улица 1-я тверская-ямская, д. 11",55.772639,37.591045,Тверской район,Центральный административный округ,59088.0
63865,"г. Москва, ул. Дмитровское ш., д. 60","г. москва, улица дмитровское шоссе, д. 60",55.85292,37.567473,Бескудниковский район,Северный административный округ,59089.0
63866,"г. Зеленоград, ул. пр-т Георгиевский, д. 37, корп. 3","г. зеленоград, улица пр-тг. еоргиевский, д. 37, корпус 3",55.965682,37.150682,17-й микрорайон,,59090.0
63867,"г. Челябинск, ул. Коммуны, д. 87, пом. 4","г. челябинск, улица коммуны, д. 87, пом. 4",,,,,59091.0
63868,"г. Владикавказ, ул. Весенняя, д. 7 А","г. владикавказ, улица весенняя, д. 7 а",,,,,59092.0
63869,"г. Москва, Старопанский пер., д. 3","г. москва, старопанский переулок, д. 3",55.756032,37.62537,Тверской район,Центральный административный округ,59093.0
63870,"г. Балашиха, ул. Советская, д. 42","г. балашиха, улица советская, д. 42",55.81476,37.954926,микрорайон Балашиха-2,,59094.0
63871,"г. Москва, ул. Ленинская Cлобода, д.4","г. москва, улица ленинская cлобода, д.4",55.712568,37.662093,Даниловский район,Южный административный округ,59095.0
63872,"г. Москва, ул. Артековская, д. 2, корп. 1","г. москва, улица артековская, д. 2, корпус 1",55.650434,37.612892,Нагорный район,Южный административный округ,59096.0
63873,"г. Москва, ул. Трофимова, д. 26","г. москва, улица трофимова, д. 26",55.70077,37.677265,Южнопортовый район,Юго-Восточный административный округ,59097.0
63874,"г. Москва, ул. Маршала Захарова, д 10, к. 2","г. москва, улица маршала захарова, д 10, корпус 2",55.624647,37.700253,район Орехово-Борисово Северное,Южный административный округ,59098.0
63875,"г. Москва, ул. Шарикоподшипниковская, 1","г. москва, улица шарикоподшипниковская, 1",55.722953,37.66565,Южнопортовый район,Юго-Восточный административный округ,59099.0
63876,"г. Москва, ул. Василия Ланового, д. 1, корп. 1","г. москва, улица василия ланового, д. 1, корпус 1",55.69728,37.476761,район Раменки,Западный административный округ,59100.0
63877,"г. Москва, пер. Брюсов, д. 2/14, стр. 1","г. москва, переулок брюсов, д. 2/14, стр 1",55.757911,37.606137,Пресненский район,Центральный административный округ,59101.0
63878,"г. Подольск, ул. Академика Доллежаля, д. 4","г. подольск, улица академика доллежаля, д. 4",55.423458,37.487092,микрорайон Кузнечики,,59102.0
63879,"г. Москва, ул. Давыдковская, д. 3, стр. 1","г. москва, улица давыдковская, д. 3, стр 1",55.727232,37.480885,район Фили-Давыдково,Западный административный округ,59103.0
63880,"г. Москва, ул. Большая Очаковская, д. 44","г. москва, улица большая очаковская, д. 44",55.675798,37.443982,микрорайон Очаково,,59104.0
63881,"г. Москва, 2-й Щемиловский пер., д. 4","г. москва, 2-й щемиловский переулок, д. 4",55.776826,37.608374,Тверской район,Центральный административный округ,59105.0
63882,"г. Истра, д. Покровское, ул. Центральная, д. 27","г. истра, д. покровское, улица центральная, д. 27",55.810643,37.013626,Ошибка,Ошибка,59106.0
63883,"г. Москва, ул. Ленинградское ш., д. 37, корп. 2","г. москва, улица ленинградское шоссе, д. 37, корпус 2",55.755819,37.617644,Тверской район,Центральный административный округ,59107.0
63884,"г. Москва, ул. Чистопрудный б-р, д. 21","г. москва, улица чистопрудный б-р, д. 21",55.760661,37.64639,Басманный район,Центральный административный округ,59108.0
63885,"г. Люберцы, 115-й кв-л, ул. Авиаторов, дом 8","г. люберцы, 115-й кв-л, улица авиаторов, д. 8",55.671245,37.877805,,,59109.0
63886,"г. Москва, ул. Нагорный б-р, д. 19. корп. 1","г. москва, улица нагорный б-р, д. 19. корпус 1",55.671493,37.599516,район Котловка,Юго-Западный административный округ,59110.0
63887,"г. Воронеж, ул. Ипподромная, д. 2В","г. воронеж, улица ипподромная, д. 2в",,,,,59111.0
63888,"г. Подольск, ул. Пионерская, д. 14","г. подольск, улица пионерская, д. 14",55.413254,37.538943,микрорайон Шепчинки,,59112.0
63889,"г. Москва, ул. Азовская, д. 24","г. москва, улица азовская, д. 24",55.64698,37.596552,район Зюзино,Юго-Западный административный округ,59113.0
63890,"г. Ивантеевка, ул. Прокудина, д. 4а","г. ивантеевка, улица прокудина, д. 4а",55.984632,37.908366,,,59114.0
63891,"г. Красногорск, ул. Красногорский б-р, 13к1","г. красногорск, улица красногорский б-р, 13к1",55.815625,37.370733,микрорайон Павшинская Пойма,,59115.0
63892,"г. Москва, Зельев пер., д. 11","г. москва, зельев переулок, д. 11",55.80395,37.717672,район Преображенское,Восточный административный округ,59116.0
63893,"г. Мытищи, ул. Колпакова, д. 10","г. мытищи, улица колпакова, д. 10",55.914938,37.738692,микрорайон 18Б,,59117.0
63894,"г. Видное, ул. Ольховая, д. 4","г. видное, улица ольховая, д. 4",55.544494,37.722648,6-й микрорайон,,59118.0
63895,"г. Санкт-Петербург, ул. Лиговский пр-т, д. 274 А","г. санкт-петербург, улица лиговский пр-т, д. 274 а",,,,,59119.0
63896,"г. Красногорск, д. Глухово, ул. Рублевское предместье, д. 2, корп. 2","г. красногорск, д.г. лухово, улица рублевское предместье, д. 2, корпус 2",55.773029,37.246146,,,59120.0
63897,"г. Шахты, ул. Шишкина, 162А","г. шахты, улица шишкина, 162а",,,,,59121.0
63898,"г. Москва, ул. Академика Капицы, д. 34/121","г. москва, улица академика капицы, д. 34/121",55.628535,37.517617,район Коньково,Юго-Западный административный округ,59122.0
63899,"г. Москва, ул. Братиславская, д. 13, корп. 1","г. москва, улица братиславская, д. 13, корпус 1",55.66109,37.760413,район Марьино,Юго-Восточный административный округ,59123.0
63900,"г. Москва, ул. Новомарьинская, д. 32","г. москва, улица новомарьинская, д. 32",55.659383,37.771759,район Марьино,Юго-Восточный административный округ,59124.0
63901,"г. Москва, ул. Щепкина, д. 47, стр. 1, 2 этаж","г. москва, улица щепкина, д. 47, стр 1, 2 ",55.781337,37.629026,Мещанский район,Центральный административный округ,59125.0
63902,"г. Москва, 2-й Сыромятнический пер., д. 10","г. москва, 2-й сыромятнический переулок, д. 10",55.752566,37.662048,Таганский район,Центральный административный округ,59126.0
63903,"г. Руза, ул. Федеративная, 7А","г. руза, улица федеративная, 7а",,,,,59127.0
63904,"г. Москва, ул. Сеславинская, д. 32, корп. 2","г. москва, улица сеславинская, д. 32, корпус 2",55.742423,37.488772,район Филёвский Парк,Западный административный округ,59128.0
63905,"г. Москва, ул. 1-я Владимирская, д. 16","г. москва, улица 1-я владимирская, д. 16",55.756219,37.775164,район Перово,Восточный административный округ,59129.0
63906,"г. Химки, ул. Молодёжная, д.63,корп.2","г. химки, улица молодёжная, д.63,корпус2",55.903292,37.391161,район Новокуркино,,59130.0
63907,"г. Химки, ул. Совхозная, 4, стр. 1","г. химки, улица совхозная, 4, стр 1",55.897372,37.480705,микрорайон Левобережный,,59131.0
63908,"г. Москва, ул. Молодогвардейская, д.21","г. москва, улица молодогвардейская, д.21",55.733244,37.421057,район Кунцево,Западный административный округ,59132.0
63909,"г. Королёв, ул. Декабристов, 24","г. королёв, улица декабристов, 24",55.913858,37.863621,исторический район Костино,,59133.0
63910,"г. Москва, ул. Алабяна, д. 13 корп. 2","г. москва, улица алабяна, д. 13 корпус 2",55.799138,37.506577,район Сокол,Северный административный округ,59134.0
63911,"г. Санкт-Петербург, ул. Межевой канал, д. 4 лит. А","г. санкт-петербург, улица межевой канал, д. 4 лит. а",,,,,59135.0
63912,"г. Одинцово, Лесной Городок, ул. Школьная, д. 2","г. одинцово, леснойг. ородок, улица школьная, д. 2",55.633394,37.212872,Ошибка,Ошибка,59136.0
63913,"г. Нижневартовск, ул. Ленина, д. 28","г. нижневартовск, улица ленина, д. 28",,,,,59137.0
63914,"г. Москва, ул. Цюрупы, д. 8","г. москва, улица цюрупы, д. 8",55.670376,37.577543,район Черёмушки,Юго-Западный административный округ,59138.0
63915,"г. Москва, ул. Миклухо-Маклая, д. 8","г. москва, улица миклухо-маклая, д. 8",55.650876,37.503675,Обручевский район,Юго-Западный административный округ,59139.0
63916,"г. Королёв, ул. Комитетская, 7а","г. королёв, улица комитетская, 7а",55.927074,37.848323,микрорайон Юбилейный,,59140.0
63917,"г. Чита, ул. Красной Звезды, д. 9","г. чита, улица красной звезды, д. 9",,,,,59141.0
63918,"г. Реутов, ул. Юбилейный пр-т, д. 8","г. реутов, улица юбилейный пр-т, д. 8",55.746927,37.857234,8-й микрорайон,,59142.0
63919,"г. Можайск, ул. д. Тетерино, д. 15","г. можайск, улица д. тетерино, д. 15",,,,,59143.0
63920,"г. Краснодар, ул. им. 70-летия Октября, Октября","г. краснодар, улица им. 70-летия октября, октября",,,,,59144.0
63921,"г. Тула, ул. Рязанская, д. 1","г. тула, улица рязанская, д. 1",,,,,59145.0
63922,"г. Мытищи, ул. б-р Тенистый, 8","г. мытищи, улица б-р тенистый, 8",55.957419,37.682997,,,59146.0
63923,"г. Москва, ул. Профсоюзная, д. 45","г. москва, улица профсоюзная, д. 45",55.666599,37.552148,район Черёмушки,Юго-Западный административный округ,59147.0
63924,"г. Москва, ул. Миклухо-Маклая, д. 18/1","г. москва, улица миклухо-маклая, д. 18/1",55.645136,37.516862,район Коньково,Юго-Западный административный округ,59148.0
63925,"г. Москва, ул. Народного Ополчения, д. 21, к. 1","г. москва, улица народного ополчения, д. 21, корпус 1",55.77756,37.477256,район Хорошёво-Мнёвники,Северо-Западный административный округ,59149.0
63926,"г. Москва, ул. Скаковая, 36, стр. 4","г. москва, улица скаковая, 36, стр 4",55.775864,37.572621,район Беговой,Северный административный округ,59150.0
63927,"г. Санкт-Петербург, ул. Дыбенко, д. 13, корп. 4, стр.1","г. санкт-петербург, улица дыбенко, д. 13, корпус 4, стр1",,,,,59151.0
63928,"г. Волгоград, ул. пр-т имени В. И. Ленина, д. 59Б","г. волгоград, улица пр-т имени в. и. ленина, д. 59б",,,,,59152.0
63929,"г. Чебоксары, ул. пр-т Ленина, д. 35","г. чебоксары, улица пр-т ленина, д. 35",,,,,59153.0
63930,"г. Химки, ул. Пожарского, д.22","г. химки, улица пожарского, д.22",55.8929,37.479798,микрорайон Левобережный,,59154.0
63931,"г. Москва, ул. Воронцовская, 35Б к1","г. москва, улица воронцовская, 35б к1",55.734542,37.663315,Таганский район,Центральный административный округ,59155.0
63932,"г. Московский, ул. Московская, д. 3","г. московский, улица московская, д. 3",55.593141,37.36688,микрорайон Град Московский,,59156.0
63933,"г. Москва, ул. Саратовская, д. 22","г. москва, улица саратовская, д. 22",55.716874,37.746768,Рязанский район,Юго-Восточный административный округ,59157.0
63934,"г. Химки, ул. Новокуркинское ш., д. 31","г. химки, улица новокуркинское шоссе, д. 31",55.889361,37.444853,Ошибка,Ошибка,59158.0
63935,"г. Люберцы, ул. Озёрная, д. 9","г. люберцы, улица озёрная, д. 9",55.700375,37.956076,микрорайон Зенино ЖК Самолёт,,59159.0
63936,"г. Москва, ул. Мастеркова, д. 2","г. москва, улица мастеркова, д. 2",55.709733,37.656937,Даниловский район,Южный административный округ,59160.0
63937,"г. Москва, ул. Хачатуряна, д.12, кв. 2","г. москва, улица хачатуряна, д.12, кв. 2",55.857629,37.596902,район Отрадное,Северо-Восточный административный округ,59161.0
63938,"г. Москва, Голиковский пер., д.13","г. москва,г. оликовский переулок, д.13",55.738753,37.627166,район Замоскворечье,Центральный административный округ,59162.0
63939,"г. Лопатино, ул. б-р Солнечный, 9","г. лопатино, улица б-р солнечный, 9",55.527728,37.647783,Ошибка,Ошибка,59163.0
63940,"г. Истра, городской округ истра, д. Захарово, ул. Заречная, д. 45А, стр. 10","г. истра,г. ородской округ истра, д. захарово, улица заречная, д. 45а, стр 10",55.789234,37.011928,Ошибка,Ошибка,59164.0
63941,"г. Сергиев Посад, ул. Воробьевская, д. 33А","г. сергиев посад, улица воробьевская, д. 33а",56.296939,38.116362,,,59165.0
63942,"г. Мытищи, ул. Колпакова, д. 42, корп. 3","г. мытищи, улица колпакова, д. 42, корпус 3",55.924724,37.721723,Ядреево – 17-й микрорайон,,59166.0
63943,"г. Одинцово, ул. с. Перхушково, Можайское ш., д. 4","г. одинцово, улица с. перхушково, можайское шоссе, д. 4",55.669782,37.264445,Ошибка,Ошибка,59167.0
63944,"г. Красногорск, д. Путилково ул. Сходненская, д. 1/ ул. Вилора Трифонова д. 1","г. красногорск, д. путилково улица сходненская, д. 1/ улица вилора трифонова д. 1",55.834325,37.28463,микрорайон Столичный,,59168.0
63945,"г. Москва, ул. Каховка, д. 37, корп. 1","г. москва, улица каховка, д. 37, корпус 1",55.658627,37.563844,район Черёмушки,Юго-Западный административный округ,59169.0
63946,"г. Москва, ул. Электролитный пр-д, д. 1, корп. 3, эт. 1","г. москва, улица электролитный проезд, д. 1, корпус 3, эт. 1",55.672691,37.618614,Нагорный район,Южный административный округ,59170.0
63947,"г. Химки, ул. Молодежная, д. 7, корп. 1","г. химки, улица молодежная, д. 7, корпус 1",55.881131,37.417931,,,59171.0
63948,"г. Санкт-Петербург, ул. пр-т Культуры, д. 4","г. санкт-петербург, улица пр-т культуры, д. 4",,,,,59172.0
63949,"г. Москва, ул. Зеленоградская, д.35, корп. 5","г. москва, улица зеленоградская, д.35, корпус 5",55.875486,37.487856,район Ховрино,Северный административный округ,59173.0
63950,"г. Одинцовский, ул. Горки-10, д. 23","г. одинцовский, улицаг. орки-10, д. 23",55.678311,37.309881,Ошибка,Ошибка,59174.0
63951,"г. Лопатино, ул. Сухановская, 2","г. лопатино, улица сухановская, 2",55.536405,37.636724,,,59175.0
63952,"г. Москва, Воротниковский пер., стр. 2","г. москва, воротниковский переулок, стр 2",55.769043,37.603074,Тверской район,Центральный административный округ,59176.0
63953,"г. Краснодар, ул. Кутузова, д. 50","г. краснодар, улица кутузова, д. 50",,,,,59177.0
63954,"г. Москва, ул. Павелецкая набережная, д. 6А, пом. 2Н","г. москва, улица павелецкая набережная, д. 6а, пом. 2н",55.710382,37.64604,,,59178.0
63955,"г. Клин, ул. Гагарина, д. 4/10","г. клин, улицаг. агарина, д. 4/10",,,,,59179.0
63956,"г. Елец, ул. Радиотехническая, д. 28а","г. елец, улица радиотехническая, д. 28а",,,,,59180.0
63957,"г. Красногорск, п. Отрадное, ул. Кленовая, д. 3","г. красногорск, поселок отрадное, улица кленовая, д. 3",55.870693,37.324335,,,59181.0
63958,"г. Королёв, ул. Мичурина, д. 21А, помещение I","г. королёв, улица мичурина, д. 21а, ",55.904544,37.84967,Ошибка,Ошибка,59182.0
63959,"г. Москва, ул. Фурманный переулок, д. 18","г. москва, улица фурманный переулок, д. 18",55.764855,37.651538,Басманный район,Центральный административный округ,59183.0
63960,"г. Москва, ул. Академика Королева, д. 3","г. москва, улица академика королева, д. 3",55.82086,37.632772,Останкинский район,Северо-Восточный административный округ,59184.0
63961,"г. Москва, ул. пос. Совхоза им. Ленина, д. 4А","г. москва, улица поселок совхоза им. ленина, д. 4а",55.636809,37.259324,,,59185.0
63962,"г. Краснодар, ул. Буденного, д. 44","г. краснодар, улица буденного, д. 44",,,,,59186.0
63963,"г. Москва, ул. Новокузнецкая, д. 36/2 стр. 1","г. москва, улица новокузнецкая, д. 36/2 стр 1",55.732793,37.634245,район Замоскворечье,Центральный административный округ,59187.0
63964,"г. Москва, ул. Большой Николоворобинский переулок, 9 к.1","г. москва, улица большой николоворобинский переулок, 9 корпус1",55.751128,37.648717,Таганский район,Центральный административный округ,59188.0
63965,"г. Уфа, ул. Бакалинская, д. 25","г. уфа, улица бакалинская, д. 25",,,,,59189.0
63966,"г. Люберцы, ул. Электрификации, 3","г. люберцы, улица электрификации, 3",55.670879,37.916011,микрорайон Панки,,59190.0
63967,"г. Москва, ул. Производственная, д. 12, корп. 2","г. москва, улица производственная, д. 12, корпус 2",55.643058,37.391107,,,59191.0
63968,"г. Химки, ул. Центральная (мкр. Подрезково), д. 4, корп. 1","г. химки, улица центральная , д. 4, корпус 1",55.949057,37.333327,микрорайон Подрезково,,59192.0
63969,"г. Владикавказ, ул. Льва Толстого, д. 17","г. владикавказ, улица льва толстого, д. 17",,,,,59193.0
63970,"г. Москва, ул. Стромынка, д. 11","г. москва, улица стромынка, д. 11",55.794016,37.692231,район Сокольники,Восточный административный округ,59194.0
63971,"г. Челябинск, ул. 250-летия Челябинска, д. 73","г. челябинск, улица 250-летия челябинска, д. 73",,,,,59195.0
63972,"г. Санкт-Петербург, ул. Савушкина, д. 85, корп. 2","г. санкт-петербург, улица савушкина, д. 85, корпус 2",,,,,59196.0
63973,"г. Москва, ул. Малая Дмитровка, д. 24, корп. 2","г. москва, улица малая дмитровка, д. 24, корпус 2",55.77196,37.605724,Тверской район,Центральный административный округ,59197.0
63974,"г. Королев, ул. пр-т Космонавтов, д. 48","г. королев, улица пр-т космонавтов, д. 48",55.906572,37.865759,Ошибка,Ошибка,59198.0
63975,"г. Москва, Напрудный пер., д. 8, стр. 1","г. москва, напрудный переулок, д. 8, стр 1",55.787827,37.630858,Мещанский район,Центральный административный округ,59199.0
63976,"г. Казань, ул. Право-Булачная, д.37","г. казань, улица право-булачная, д.37",,,,,59200.0
63977,"г. Москва, ул. Островитянова, д. 6","г. москва, улица островитянова, д. 6",55.644435,37.49038,район Тёплый Стан,Юго-Западный административный округ,59201.0
63978,"г. Москва, ул. Пречистенка, д. 33/19 с1","г. москва, улица пречистенка, д. 33/19 с1",55.739635,37.589868,район Хамовники,Центральный административный округ,59202.0
63979,"г. Иваново, ул. Рабфаковская, д. 30","г. иваново, улица рабфаковская, д. 30",,,,,59203.0
63980,"г. Москва, ул. Большая Пироговская, д. 19, стр. 1","г. москва, улица большая пироговская, д. 19, стр 1",55.731445,37.571695,район Хамовники,Центральный административный округ,59204.0
63981,"г. Москва, ул. Новый Арбат, д. 30/9, подъезд 3","г. москва, улица новый арбат, д. 30/9, подъезд 3",55.75282,37.582017,район Арбат,Центральный административный округ,59205.0
63982,"г. Люберцы, ул. Комсомольский пр-т, д. 16, корп. 2","г. люберцы, улица комсомольский пр-т, д. 16, корпус 2",55.691339,37.907144,микрорайон Красная Горка,,59206.0
63983,"г. Белгород, ул. Костюкова, д. 35 Г","г. белгород, улица костюкова, д. 35г. ",,,,,59207.0
63984,"г. Санкт-Петербург, ул. наб. канала Грибоедова, д. 6/2","г. санкт-петербург, улица набережная каналаг. рибоедова, д. 6/2",,,,,59208.0
63985,"г. Москва, ул. Покровка, д. 29, стр. 1","г. москва, улица покровка, д. 29, стр 1",55.760282,37.64887,Басманный район,Центральный административный округ,59209.0
63986,"г. Москва, ул. Окская, д. 3, корп. 1","г. москва, улица окская, д. 3, корпус 1",55.712553,37.754386,Рязанский район,Юго-Восточный административный округ,59210.0
63987,"г. Жуковка, ул. Рублево-Успенское ш., д. 187","г. жуковка, улица рублево-успенское шоссе, д. 187",,,,,59211.0
63988,"г. Фрязино, ул. Московская, д. 7 строение 15","г. фрязино, улица московская, д. 7 стр 15",55.957081,38.056588,Ошибка,Ошибка,59212.0
63989,"г. Солнечногорск, ул. Красная, д. 167, стр. 2","г. солнечногорск, улица красная, д. 167, стр 2",56.202005,36.951705,,,59213.0
63990,"г. Москва, ул. Ясногорская, 5","г. москва, улица ясногорская, 5",55.609838,37.538233,район Ясенево,Юго-Западный административный округ,59214.0
63991,"г. Москва, ул. Будённого, проспект, 51 к. 4","г. москва, улица будённого, пр-т, 51 корпус 4",55.759724,37.738459,район Соколиная Гора,Восточный административный округ,59215.0
63992,"г. Одинцово, ул. Можайское шоссе, д. 165","г. одинцово, улица можайское шоссе, д. 165",55.688603,37.307079,микрорайон 5А,,59216.0
63993,"г. Москва, ул. Старопетровский пр-д, 7а","г. москва, улица старопетровский проезд, 7а",55.824637,37.500773,Войковский район,Северный административный округ,59217.0
63994,"г. Химки, ул. пр-т Мельникова, д. 25","г. химки, улица пр-т мельникова, д. 25",55.906396,37.397243,район Новокуркино,,59218.0
63995,"г. Москва, ул. Ленинский пр-т, д. 146","г. москва, улица ленинский пр-т, д. 146",55.657408,37.497656,район Тропарёво-Никулино,Западный административный округ,59219.0
63996,"г. Люберцы, ул. Октябрьский пр-т, д. 49","г. люберцы, улица октябрьский пр-т, д. 49",55.691988,37.867906,Ошибка,Ошибка,59220.0
63997,"г. Королёв, ул. Калининградская, д. 17, корп. 2","г. королёв, улица калининградская, д. 17, корпус 2",55.91243,37.840319,микрорайон Новые Подлипки,,59221.0
63998,"г. Раменское, ул. Северное шоссе, д.24","г. раменское, улица северное шоссе, д.24",55.567586,38.225004,Центральный район,,59222.0
63999,"г. Москва, ул. Шарикоподшипниковская, д. 13, стр. 1","г. москва, улица шарикоподшипниковская, д. 13, стр 1",55.717229,37.677831,Южнопортовый район,Юго-Восточный административный округ,59223.0
64000,"г. Санкт-Петербург, Басков пер., д. 2, стр. 1","г. санкт-петербург, басков переулок, д. 2, стр 1",,,,,59224.0
64001,"г. Королёв, ул. пр-т Королева, д. 5Д","г. королёв, улица пр-т королева, д. 5д",55.921869,37.844056,микрорайон Новые Подлипки,,59225.0
64002,"ул. Скульптора Мухиной, д. 14","улица скульптора мухиной, д. 14",55.638826,37.340029,район Ново-Переделкино,Западный административный округ,59226.0
64003,"пос. Внуковское, ул. Омская, д. 18","поселок внуковское, улица омская, д. 18",55.620169,37.263052,,,59227.0
64004,"ул. Новопесчаная, д. 23, корп. 3","улица новопесчаная, д. 23, корпус 3",55.793632,37.511167,район Сокол,Северный административный округ,59228.0
64005,"ул. Тверская, д. 6. стр. 6","улица тверская, д. 6. стр 6",55.760591,37.611904,Тверской район,Центральный административный округ,59229.0
64006,"ул. Покровка, д. 22","улица покровка, д. 22",55.759486,37.647864,Басманный район,Центральный административный округ,59230.0
64007,"ул. Дмитрия Ульянова, д. 11","улица дмитрия ульянова, д. 11",55.690106,37.569306,Академический район,Юго-Западный административный округ,59231.0
64008,"ул. Ярцевская, д. 19","улица ярцевская, д. 19",55.738596,37.411014,район Кунцево,Западный административный округ,59232.0
64009,"Иваньковское шоссе, д. 3","иваньковское шоссе, д. 3",55.819292,37.466413,район Покровское-Стрешнево,Северо-Западный административный округ,59233.0
64010,ул. Плющева д. 15а с. 2,улица плющева д. 15а с. 2,55.739868,37.764339,район Перово,Восточный административный округ,59234.0
64011,"Комсомольский проспект, д. 13а","комсомольский пр-т, д. 13а",55.729488,37.59012,район Хамовники,Центральный административный округ,59235.0
64012,"ул. Азовская, д. 22, стр. 1","улица азовская, д. 22, стр 1",55.654086,37.597324,район Зюзино,Юго-Западный административный округ,59236.0
64013,"ул. Новая Ипатовка, д. 3а","улица новая ипатовка, д. 3а",55.815792,37.537245,район Коптево,Северный административный округ,59237.0
64014,"пер. Столярный, д. 3, корп. 2","переулок столярный, д. 3, корпус 2",55.763589,37.567797,Пресненский район,Центральный административный округ,59238.0
64015,"Сивцев Вражек переулок, д. 26","сивцев вражек переулок, д. 26",55.74751,37.591288,район Арбат,Центральный административный округ,59239.0
64016,"ул. Люблинская, 104","улица люблинская, 104",55.651658,37.740345,район Марьино,Юго-Восточный административный округ,59240.0
64017,"Балашиха, ул. Звездная, д. 7, к. 1","балашиха, улица звездная, д. 7, корпус 1",55.827247,37.95383,,,59241.0
64018,"Петровско-Разумовская аллея, 4","петровско-разумовская аллея, 4",55.791673,37.567042,район Аэропорт,Северный административный округ,59242.0
64019,"ул. 1-я Аэропортовская, д. 5","улица 1-я аэропортовская, д. 5",55.801425,37.535574,район Аэропорт,Северный административный округ,59243.0
64020,"ул. Большая Декабрьская, д. 1","улица большая декабрьская, д. 1",55.764668,37.55973,Пресненский район,Центральный административный округ,59244.0
64021,"пер. 2-й Красносельский, д. 2","переулок 2-й красносельский, д. 2",55.782258,37.665093,Красносельский район,Центральный административный округ,59245.0
64022,"ул. Новослободская, д. 46, стр. 1","улица новослободская, д. 46, стр 1",55.785736,37.596148,Тверской район,Центральный административный округ,59246.0
64023,"ул. Арбат, д. 28/1, стр. 1","улица арбат, д. 28/1, стр 1",55.749491,37.59083,район Арбат,Центральный административный округ,59247.0
64024,"ул. Островитянова, 4","улица островитянова, 4",55.645146,37.487793,район Тёплый Стан,Юго-Западный административный округ,59248.0
64025,"ул. Москворечье, д. 16","улица москворечье, д. 16",55.642819,37.666153,район Москворечье-Сабурово,Южный административный округ,59249.0
64026,"Чонгарский бульвар, д. 5, корп. 2","чонгарский бул, д. 5, корпус 2",55.652908,37.614886,Нагорный район,Южный административный округ,59250.0
64027,"ул. Профсоюзная, д. 154, корп. 4","улица профсоюзная, д. 154, корпус 4",55.622888,37.501663,район Тёплый Стан,Юго-Западный административный округ,59251.0
64028,"Щёлково, пер. 1-й Советский, д. 25","щёлково, переулок 1-й советский, д. 25",55.919559,38.008995,Ошибка,Ошибка,59252.0
64029,"ул. Ляпидевского, д. 14, стр. 1а","улица ляпидевского, д. 14, стр 1а",55.857417,37.495887,район Ховрино,Северный административный округ,59253.0
64030,"Петроверигский пер., 10","петроверигский переулок, 10",55.756457,37.638153,Басманный район,Центральный административный округ,59254.0
64031,"ул. Амурская, д. 36","улица амурская, д. 36",55.812494,37.779772,район Гольяново,Восточный административный округ,59255.0
64032,"ул. Яузская, д. 11","улица яузская, д. 11",55.745848,37.652562,Таганский район,Центральный административный округ,59256.0
64033,"ул. Еланского, д. 2, стр. 1","улица еланского, д. 2, стр 1",55.733832,37.57307,район Хамовники,Центральный административный округ,59257.0
64034,"ул. Кольская, д. 2, корп. 3","улица кольская, д. 2, корпус 3",55.858847,37.656083,Бабушкинский район,Северо-Восточный административный округ,59258.0
64035,"ул. Маршала Тимошенко, д. 11/2","улица маршала тимошенко, д. 11/2",55.745453,37.392877,район Кунцево,Западный административный округ,59259.0
64036,"ул. Костромская, д. 14","улица костромская, д. 14",55.885257,37.597675,Алтуфьевский район,Северо-Восточный административный округ,59260.0
64037,"ул. Новаторов, д. 3, стр. 4","улица новаторов, д. 3, стр 4",55.661471,37.524696,Обручевский район,Юго-Западный административный округ,59261.0
64038,"просп. Маршала Жукова, д. 64, корп. 1","пр-т маршала жукова, д. 64, корпус 1",55.778892,37.458014,район Хорошёво-Мнёвники,Северо-Западный административный округ,59262.0
64039,"проезд Заревый, д. 10","проезд заревый, д. 10",55.886029,37.658365,район Северное Медведково,Северо-Восточный административный округ,59264.0
64040,"Ленинский просп., 82/2","ленинский пр-т, 82/2",,,,,59265.0
64041,"Ленинградский просп., д. 80, корп. 39","ленинградский пр-т, д. 80, корпус 39",55.809631,37.512595,район Сокол,Северный административный округ,59266.0
64042,"ул. Вилиса Лациса, д. 23, корп. 2","улица вилиса лациса, д. 23, корпус 2",55.862015,37.422297,район Северное Тушино,Северо-Западный административный округ,59267.0
64043,"Федеративный просп., д. 31","федеративный пр-т, д. 31",55.754147,37.823493,район Новогиреево,Восточный административный округ,59268.0
64044,"ул. Самуила Маршака, д. 20","улица самуила маршака, д. 20",55.636006,37.324632,микрорайон Переделкино Ближнее,,59269.0
64045,"ул. 6-я Нововатутинская, д. 1","улица 6-я нововатутинская, д. 1",55.515181,37.352444,жилой район Новые Ватутинки,,59270.0
64046,"ул. Дурова, д. 26, стр. 2","улица дурова, д. 26, стр 2",55.777692,37.626286,Мещанский район,Центральный административный округ,59271.0
64047,"8-я ул. Соколиной горы, д. 15, корп. 5","8-я улица соколинойг. оры, д. 15, корпус 5",55.769357,37.739869,район Соколиная Гора,Восточный административный округ,59272.0
64048,"шоссе Энтузиастов, д. 42","шоссе энтузиастов, д. 42",55.756184,37.743642,район Перово,Восточный административный округ,59273.0
64049,"ул. 2-я Фрунзенская, д. 4","улица 2-я фрунзенская, д. 4",55.72306,37.582861,район Хамовники,Центральный административный округ,59274.0
64050,"Таганская улица, дом 32/1 строение 17","таганская улица, д. 32/1 стр 17",55.739007,37.664473,Таганский район,Центральный административный округ,59275.0
