driver_number,best_lap,avg_lap,avg_st_speed,max_st_speed,avg_i1_speed,avg_i2_speed,laps_count,session_key
27,85.894,88.46969999999999,311.51162790697674,328.0,309.80555555555554,311.26,51,9157
31,86.963,89.10882051282051,316.13793103448273,344.0,306.2142857142857,307.79487179487177,40,9157
40,85.842,88.10477999999999,318.5531914893617,349.0,313.26190476190476,315.82,51,9157
44,85.582,87.43409803921568,318.5531914893617,359.0,313.8979591836735,316.2549019607843,52,9157
55,85.501,86.91390196078432,317.4047619047619,336.0,310.83720930232556,309.52941176470586,52,9157
63,85.847,87.04847058823529,316.3636363636364,334.0,313.27659574468083,313.62745098039215,52,9157
77,85.988,87.96878000000001,320.9767441860465,351.0,311.9,317.32,51,9157
81,85.072,88.06674,320.2916666666667,347.0,314.51162790697674,314.46,51,9157
1,96.575,103.53604838709677,274.66037735849056,299.0,286.98148148148147,253.93548387096774,62,9165
2,98.531,104.58991935483871,284.20588235294116,297.0,289.84,260.741935483871,62,9165
4,98.046,103.20316129032257,282.03636363636366,302.0,279.7719298245614,261.7903225806452,63,9165
10,98.277,103.80988709677419,282.27659574468083,296.0,288.26,259.96774193548384,62,9165
11,97.108,104.0696129032258,281.7173913043478,303.0,291.3703703703704,256.6290322580645,62,9165
14,96.456,104.60262903225806,283.42,303.0,288.0689655172414,261.758064516129,62,9165
16,98.275,103.53156451612904,272.7708333333333,299.0,282.54716981132077,254.79032258064515,62,9165
20,98.107,104.35335483870968,284.57142857142856,303.0,289.7692307692308,259.4032258064516,62,9165
22,,,236.0,236.0,277.0,108.0,1,9165
23,97.342,104.3736129032258,286.9423076923077,303.0,294.6949152542373,261.56451612903226,62,9165
24,99.316,104.36081967213116,279.5652173913044,296.0,286.03921568627453,256.2258064516129,62,9165
27,99.923,104.58024193548388,285.5098039215686,300.0,294.2962962962963,258.2258064516129,62,9165
31,99.93,104.41664285714285,277.2758620689655,295.0,288.77142857142854,257.3809523809524,43,9165
40,99.028,104.25420967741937,276.1020408163265,292.0,279.9811320754717,253.8548387096774,62,9165
44,95.867,103.2103064516129,279.2456140350877,306.0,282.21311475409834,256.03225806451616,63,9165
55,97.666,103.18975806451614,274.54,286.0,277.4074074074074,253.8709677419355,63,9165
63,96.273,103.26696721311475,281.3333333333333,301.0,280.6393442622951,257.8196721311475,62,9165
77,98.075,105.52156862745099,272.219512195122,283.0,279.04651162790697,250.69230769230768,52,9165
81,98.492,103.85762903225806,283.50943396226415,300.0,287.65384615384613,264.11290322580646,62,9165
1,94.183,102.99630188679245,279.3018867924528,302.0,266.8636363636364,287.3018867924528,54,9173
2,98.848,114.51185714285714,264.1363636363636,304.0,269.2105263157895,271.77272727272725,23,9173
4,95.247,103.362,284.37735849056605,303.0,266.265306122449,287.2830188679245,53,9173
10,96.371,104.56498113207546,287.0943396226415,308.0,263.1304347826087,290.6792452830189,53,9173
11,99.704,292.5514,238.66666666666666,309.0,244.92857142857142,255.8,16,9173
14,97.203,104.40562264150942,284.9056603773585,304.0,266.8636363636364,288.2641509433962,53,9173
