driver_number,best_lap,avg_lap,avg_st_speed,max_st_speed,avg_i1_speed,avg_i2_speed,laps_count,session_key
16,96.362,103.82533962264152,287.1698113207547,308.0,268.5777777777778,288.45283018867923,53,9173
18,99.05,113.6842,266.0,308.0,250.4,279.05,21,9173
20,97.842,105.54553846153847,282.59615384615387,304.0,266.2682926829268,287.03846153846155,52,9173
22,97.768,105.05367307692308,281.5192307692308,301.0,267.625,286.86538461538464,52,9173
23,99.185,111.97965384615385,263.61538461538464,294.0,265.4736842105263,284.9230769230769,27,9173
24,97.791,105.09790384615386,280.5769230769231,302.0,260.87179487179486,286.4423076923077,52,9173
27,97.25,105.15919230769231,284.03846153846155,305.0,267.52272727272725,288.4423076923077,52,9173
31,97.398,104.49828301886792,288.0377358490566,307.0,261.35897435897436,290.811320754717,53,9173
40,98.267,105.03419230769231,280.90384615384613,302.0,264.375,288.3269230769231,52,9173
44,95.611,103.92752830188678,285.58490566037733,305.0,265.4468085106383,288.2830188679245,53,9173
55,96.187,103.94292452830189,289.0943396226415,311.0,268.15555555555557,290.1509433962264,53,9173
63,97.653,104.08354716981133,284.188679245283,303.0,265.53846153846155,290.24528301886795,53,9173
77,106.852,146.2642857142857,196.14285714285714,252.0,229.14285714285714,214.71428571428572,8,9173
81,96.328,103.68435849056603,284.50943396226415,312.0,268.85714285714283,288.8867924528302,53,9173
1,84.319,92.27215789473684,285.40816326530614,327.0,229.76,271.4736842105263,58,9221
2,87.983,96.71447500000001,292.61764705882354,330.0,220.91666666666666,260.4,41,9221
4,84.842,92.37712280701754,293.51162790697674,332.0,225.27450980392157,270.87719298245617,57,9221
10,85.793,93.54066666666667,288.3703703703704,330.0,223.0204081632653,271.43859649122805,57,9221
11,86.22,92.85591071428571,293.5,340.0,225.0,267.3333333333333,57,9221
14,86.045,93.13319298245614,290.9024390243902,342.0,229.06,273.3859649122807,57,9221
16,84.992,92.95647368421054,291.3018867924528,334.0,226.8235294117647,276.2105263157895,57,9221
18,86.352,93.52963157894737,299.6530612244898,335.0,223.85106382978722,268.17543859649123,57,9221
20,87.067,93.94228571428572,289.7843137254902,323.0,223.46,267.5357142857143,57,9221
22,87.174,94.07976785714285,288.2173913043478,325.0,223.02,263.60714285714283,56,9221
23,86.666,93.69385964912281,294.6190476190476,332.0,222.4255319148936,268.17543859649123,57,9221
24,86.323,93.60821052631579,290.8545454545455,329.0,222.5625,266.6842105263158,57,9221
27,86.444,94.18985714285714,287.0612244897959,333.0,221.87755102040816,271.125,56,9221
31,86.45,93.36670175438597,283.28,331.0,221.95454545454547,273.7719298245614,57,9221
40,87.113,94.40428571428572,289.0625,329.0,223.46808510638297,264.0892857142857,56,9221
44,,,240.0,240.0,,,1,9221
63,85.77,92.87036842105263,292.36,330.0,230.80392156862746,268.719298245614,57,9221
77,86.652,93.44012280701754,284.36538461538464,327.0,221.47058823529412,269.5438596491228,57,9221
81,84.921,92.35714035087719,291.5208333333333,333.0,232.93023255813952,271.17543859649123,57,9221
1,100.028,102.17348214285714,294.8392857142857,327.0,213.47916666666666,176.94642857142858,56,9213
2,101.238,103.74528571428571,307.92857142857144,329.0,206.78,182.44642857142858,56,9213
3,99.366,104.19658181818181,294.7818181818182,322.0,204.57407407407408,174.9090909090909,55,9213
4,99.985,102.36585714285715,295.25,332.0,211.6,182.85714285714286,56,9213
10,100.412,103.03080357142858,294.9107142857143,323.0,207.71698113207546,178.83928571428572,56,9213
11,99.737,102.50307142857143,296.05357142857144,327.0,206.52941176470588,177.75,56,9213
14,99.954,103.453875,304.83673469387753,333.0,209.70454545454547,181.51020408163265,50,9213
16,101.025,102.61401785714285,300.7857142857143,325.0,209.76,181.48214285714286,56,9213
18,99.908,102.82016363636365,304.85714285714283,332.0,202.45098039215685,180.46428571428572,56,9213
20,101.506,104.03448148148148,295.0,334.0,202.2888888888889,179.23636363636365,55,9213
22,98.139,103.50233928571429,291.7857142857143,312.0,210.27272727272728,174.64285714285714,56,9213
23,101.318,103.63342857142857,302.2857142857143,324.0,205.91304347826087,178.05357142857142,56,9213
24,101.879,104.09669090909091,290.58181818181816,318.0,206.5744680851064,177.38181818181818,55,9213
27,100.925,103.60038181818182,296.80357142857144,328.0,206.10416666666666,180.60714285714286,56,9213
31,104.789,108.14016666666667,302.1666666666667,309.0,198.8,173.33333333333334,7,9213
44,99.582,102.21333928571428,288.82142857142856,320.0,214.0204081632653,183.33928571428572,56,9213
55,100.034,102.44369642857143,302.23214285714283,329.0,209.8235294117647,181.25,56,9213
63,99.393,102.62019642857142,285.125,313.0,211.53846153846155,182.69642857142858,56,9213
77,101.972,103.93535714285714,295.9642857142857,318.0,203.52,181.26785714285714,56,9213
81,102.705,105.99560000000001,285.3,304.0,208.22222222222223,172.1,11,9213
1,81.644,103.5377042253521,319.9019607843137,354.0,281.53968253968253,276.7887323943662,72,9181
2,83.003,104.88881428571428,332.80645161290323,360.0,281.203125,279.3380281690141,71,9181
3,82.679,104.12243661971831,321.0,348.0,279.6166666666667,276.943661971831,71,9181
4,81.944,104.00598591549296,327.39130434782606,360.0,272.8955223880597,277.53521126760563,71,9181
10,83.23,104.46987323943662,329.3484848484849,352.0,284.54545454545456,279.28169014084506,71,9181
11,103.812,103.812,312.0,312.0,251.0,270.0,2,9181
14,83.531,115.30746808510638,321.4634146341463,351.0,274.7826086956522,277.29787234042556,48,9181
16,82.332,103.86384507042253,318.2068965517241,330.0,281.07142857142856,275.4788732394366,71,9181
18,83.257,106.57423076923077,328.8703703703704,353.0,274.41269841269843,279.24242424242425,67,9181
20,83.146,86.65745161290322,334.06451612903226,357.0,286.60714285714283,281.5483870967742,32,9181
22,82.501,104.65025352112677,328.8688524590164,355.0,280.90909090909093,278.28169014084506,71,9181
23,82.773,104.22095774647887,327.67241379310343,353.0,280.6764705882353,278.59154929577466,71,9181
24,83.567,104.68804225352112,321.8392857142857,353.0,279.8142857142857,278.11267605633805,71,9181
27,83.222,104.669,322.95238095238096,359.0,279.4516129032258,277.1830985915493,71,9181
31,82.976,104.42342253521127,334.0344827586207,351.0,280.23880597014926,280.50704225352115,71,9181
44,81.334,103.73302816901409,317.04918032786884,349.0,273.02985074626866,274.7887323943662,71,9181
55,82.539,103.92002816901409,318.54716981132077,333.0,284.4032258064516,275.49295774647885,71,9181
63,82.78,104.11533802816902,323.0,350.0,269.9714285714286,276.6901408450704,71,9181
77,83.166,104.67281690140845,333.3382352941176,361.0,280.5,283.84507042253523,71,9181
81,82.76,104.144,319.8333333333333,344.0,276.38461538461536,275.67605633802816,71,9181
1,73.422,98.72142253521127,286.7,315.0,295.4901960784314,241.18309859154928,71,9205
2,75.738,100.5059,295.5081967213115,312.0,301.37704918032784,242.87142857142857,70,9205
3,73.866,101.13077142857144,296.21875,323.0,306.5964912280702,241.9857142857143,70,9205
4,72.486,98.83788732394366,287.8636363636364,314.0,298.95081967213116,247.16901408450704,71,9205
10,74.521,99.51202816901409,297.87692307692305,331.0,308.17543859649123,242.61971830985917,71,9205
11,74.124,99.20298591549296,299.7704918032787,328.0,308.6666666666667,244.1549295774648,71,9205
14,74.442,99.20239436619718,292.9824561403509,328.0,297.72131147540983,244.28169014084506,71,9205
16,,,,,,,1,9205
18,74.007,99.29677464788732,293.44444444444446,326.0,304.03921568627453,243.25352112676057,71,9205
20,,,232.0,232.0,,,1,9205
22,74.231,99.70560563380282,295.9836065573771,329.0,306.60377358490564,242.95774647887325,71,9205
23,,,229.0,229.0,,,1,9205
24,76.232,152.30427272727272,284.94444444444446,316.0,302.04761904761904,234.3181818181818,23,9205
27,75.036,100.5596857142857,290.17241379310343,324.0,298.43548387096774,238.9142857142857,70,9205
31,74.206,100.27224285714286,292.6607142857143,325.0,303.3220338983051,240.07142857142858,70,9205
44,74.739,99.6070985915493,284.2258064516129,319.0,295.1967213114754,242.53521126760563,71,9205
55,74.406,99.42791549295775,302.55555555555554,324.0,308.9056603773585,244.40845070422534,71,9205
63,74.934,106.21436842105263,288.8125,310.0,300.8888888888889,239.12280701754386,58,9205
77,75.731,119.26007692307692,295.11764705882354,327.0,303.51428571428573,237.3846153846154,40,9205
81,74.31,101.63582608695653,290.537037037037,320.0,304.9122807017544,247.05797101449275,69,9205
1,95.614,106.97298,274.74,317.0,174.34285714285716,202.1,51,9189
2,97.74,107.98944,280.28,329.0,169.9047619047619,198.7,50,9189
3,97.108,107.9467,271.5,329.0,174.5,197.74,50,9189
4,119.327,125.0375,237.5,251.0,167.66666666666666,190.0,3,9189
10,96.913,107.65842,282.66,330.0,173.5121951219512,201.22,50,9189
11,95.939,107.02062,288.46,340.0,174.075,200.32,51,9189
14,96.559,107.4923,288.74,342.0,172.5,200.26,50,9189
16,95.669,107.01708,289.52,350.0,172.61363636363637,202.68,51,9189
18,96.584,107.37544,282.9,327.0,174.39473684210526,201.76,50,9189
20,97.455,107.87096,287.0,331.0,168.80434782608697,199.66,50,9189
22,97.587,109.11749999999999,271.72340425531917,318.0,168.71794871794873,194.82978723404256,47,9189
23,97.357,107.8408,278.64,335.0,171.1904761904762,199.0,50,9189
24,97.375,107.97916,263.4,322.0,174.47826086956522,199.4,50,9189
27,97.565,108.98197777777779,272.7173913043478,319.0,172.77777777777777,199.7391304347826,46,9189
31,96.637,107.34665999999999,281.8,337.0,175.275,199.1,50,9189
44,95.716,107.40888000000001,281.96,325.0,175.95744680851064,201.7,50,9189
55,95.984,107.39040000000001,281.8,327.0,170.3095238095238,200.98,50,9189
63,96.071,107.3362,286.34,343.0,173.37209302325581,202.52,50,9189
77,97.562,108.68068,285.42,316.0,164.6595744680851,195.58,50,9189
81,95.49,107.56381999999999,286.68,339.0,173.48888888888888,198.56,50,9189
1,86.993,90.05220689655172,299.7931034482759,323.0,285.53333333333336,296.2413793103448,59,9197
2,88.58,91.5668620689655,310.9310344827586,335.0,289.3,307.3448275862069,58,9197
3,88.571,91.02234482758621,304.2586206896552,324.0,285.3636363636364,299.2068965517241,58,9197
4,88.164,90.4731551724138,305.2068965517241,330.0,288.5,300.2413793103448,58,9197
10,89.016,91.26381034482759,304.41379310344826,332.0,284.2826086956522,297.08620689655174,58,9197
11,87.493,90.3416724137931,309.7586206896552,333.0,287.24,302.4655172413793,58,9197
14,88.256,90.73462068965517,309.0344827586207,330.0,287.8536585365854,305.67241379310343,58,9197
16,88.199,90.36177586206897,305.1551724137931,331.0,285.1020408163265,299.3965517241379,58,9197
18,88.05,91.01056896551725,307.05172413793105,327.0,287.9756097560976,295.1896551724138,58,9197
20,89.934,91.89277192982456,302.2105263157895,335.0,283.8222222222222,297.35087719298247,57,9197
22,89.256,90.80137931034481,301.98275862068965,318.0,285.125,297.67241379310343,58,9197
23,87.845,91.3135,313.3103448275862,335.0,288.9761904761905,305.87931034482756,58,9197
24,88.746,91.59281034482758,302.8103448275862,325.0,284.06666666666666,295.1034482758621,58,9197
27,89.217,91.49753448275862,299.5,322.0,282.0217391304348,295.0689655172414,58,9197
31,90.033,91.20075862068965,308.44827586206895,325.0,285.8666666666667,302.2758620689655,58,9197
44,88.372,90.81884482758622,307.9655172413793,331.0,285.0232558139535,302.55172413793105,58,9197
55,89.452,91.42843859649123,303.2280701754386,333.0,282.28,298.8421052631579,58,9197
63,88.187,90.40363793103448,305.2586206896552,326.0,288.22222222222223,302.9655172413793,58,9197
77,89.863,91.85061403508772,300.7719298245614,327.0,282.47727272727275,296.719298245614,57,9197
81,88.138,90.59581034482758,307.2241379310345,335.0,289.3207547169811,304.0344827586207,58,9197
1,92.608,96.5827543859649,289.95652173913044,314.0,233.64705882352942,256.50877192982455,57,9472
2,94.735,100.47296363636363,288.98039215686276,325.0,229.0,255.63636363636363,55,9472
3,95.163,98.46803571428572,300.66,326.0,234.625,253.25,56,9472
4,94.476,97.4320701754386,296.3255813953488,318.0,233.60526315789474,256.49122807017545,57,9472
10,94.805,98.88569642857144,292.921568627451,312.0,230.77777777777777,253.14285714285714,56,9472
11,94.364,96.9768947368421,297.3636363636364,320.0,232.67307692307693,260.03508771929825,57,9472
14,94.199,97.89487719298245,296.25,324.0,233.1904761904762,247.89473684210526,57,9472
16,94.09,97.27752631578949,299.32,320.0,234.88372093023256,258.05263157894734,57,9472
18,95.632,98.21545614035088,298.1219512195122,326.0,228.9047619047619,249.35087719298247,57,9472
20,95.57,98.45642857142857,302.7755102040816,331.0,232.70731707317074,256.875,56,9472
22,95.833,98.47476785714287,302.11538461538464,326.0,230.17021276595744,254.14285714285714,56,9472
23,95.723,98.51760714285714,298.75,330.0,231.3953488372093,253.78571428571428,56,9472
24,95.458,98.42701785714287,300.1111111111111,322.0,233.35,249.42857142857142,56,9472
27,94.834,98.6205,295.20512820512823,332.0,233.80434782608697,250.23214285714286,56,9472
31,96.226,98.86817857142857,290.3333333333333,313.0,231.7,253.53571428571428,56,9472
44,94.722,97.46308771929824,294.53061224489795,320.0,232.97222222222223,254.7719298245614,57,9472
55,94.507,97.02221052631579,301.2448979591837,332.0,235.26315789473685,252.42105263157896,57,9472
63,95.065,97.40322807017544,293.37254901960785,323.0,231.57777777777778,255.3684210526316,57,9472
77,96.202,99.790875,296.53846153846155,323.0,233.46341463414635,253.125,56,9472
81,94.774,97.56598245614036,298.6326530612245,325.0,235.025,264.0175438596491,57,9472
1,91.773,96.87198000000001,297.42,328.0,282.2857142857143,290.74,50,9480
2,93.026,98.98810204081633,315.6938775510204,341.0,279.37142857142857,305.1224489795918,49,9480
3,93.323,99.27651020408163,312.7142857142857,335.0,275.02777777777777,301.59183673469386,49,9480
4,91.944,97.78912,293.66,307.0,277.1621621621622,290.12,50,9480
10,121.917,121.917,224.0,224.0,221.0,213.0,2,9480
11,92.273,97.04701999999999,303.38,330.0,281.2,297.0,50,9480
14,92.387,97.58828,300.24,327.0,278.0689655172414,296.48,50,9480
16,91.632,97.24578,302.8,330.0,279.4,291.0,50,9480
18,95.56,97.2116,304.6,307.0,284.0,302.0,6,9480
20,92.338,98.59028,303.36,336.0,279.02941176470586,297.08,50,9480
22,93.523,98.96553061224489,321.0204081632653,341.0,281.3333333333333,305.38775510204084,49,9480
23,92.307,98.64114,314.92,339.0,278.4848484848485,304.74,50,9480
24,92.208,99.45563265306123,299.46938775510205,329.0,276.6904761904762,294.7551020408163,49,9480
27,92.366,98.41516,302.92,329.0,275.9142857142857,294.34,50,9480
31,93.481,98.93420408163264,313.0,338.0,279.05128205128204,305.51020408163265,49,9480
38,92.186,97.72874,304.12,336.0,279.52777777777777,295.04,50,9480
44,91.746,97.8215,309.88,332.0,275.46666666666664,301.56,50,9480
63,92.254,97.67128000000001,310.96,338.0,281.4193548387097,307.74,50,9480
77,92.706,99.32116326530613,303.734693877551,340.0,279.2,297.42857142857144,49,9480
81,92.31,97.51308,307.52,333.0,280.975,301.26,50,9480
1,83.115,85.045,281.5,305.0,274.0,301.0,4,9488
3,81.239,84.89101754385965,289.8979591836735,311.0,271.54901960784315,300.859649122807,57,9488
4,79.915,83.33163793103448,289.25,321.0,272.6530612244898,298.2758620689655,58,9488
10,81.09,85.31935087719299,291.8333333333333,311.0,271.0,307.17543859649123,57,9488
11,80.388,84.2016551724138,292.92452830188677,317.0,273.1041666666667,305.48275862068965,58,9488
14,80.493,84.62479310344828,290.17543859649123,322.0,271.47058823529414,299.41379310344826,58,9488
16,79.813,83.27034482758621,289.5098039215686,312.0,273.7142857142857,303.13793103448273,58,9488
18,80.93,84.83670689655172,289.8909090909091,320.0,269.54901960784315,298.08620689655174,58,9488
20,81.082,84.76063157894737,297.0444444444444,318.0,269.15555555555557,307.5263157894737,57,9488
22,81.134,84.8778448275862,290.1818181818182,310.0,268.0238095238095,308.1034482758621,58,9488
23,81.618,84.77775438596491,296.4255319148936,322.0,269.56,304.2105263157895,57,9488
24,81.327,85.22223214285714,286.24528301886795,308.0,267.4166666666667,297.70175438596493,57,9488
27,81.145,85.03225862068966,293.7916666666667,326.0,270.468085106383,305.37931034482756,58,9488
31,81.354,85.63584210526317,290.8,313.0,266.5744680851064,305.4035087719298,57,9488
44,82.444,85.25726666666667,292.125,318.0,270.53333333333336,296.8125,16,9488
55,80.031,83.22706896551725,287.921568627451,304.0,273.18367346938777,298.1034482758621,58,9488
63,80.284,83.66280357142857,294.8333333333333,324.0,276.6818181818182,301.35714285714283,57,9488
77,81.422,85.43161403508772,283.85714285714283,310.0,262.9811320754717,296.3157894736842,57,9488
81,80.199,83.8461551724138,291.9423076923077,321.0,274.27272727272725,303.13793103448273,58,9488
1,93.706,129.51069811320755,285.75471698113205,302.0,275.32,293.24528301886795,53,9496
2,94.9,133.40096153846156,294.13461538461536,306.0,277.86842105263156,298.61538461538464,52,9496
3,,,,,,,1,9496
4,95.186,130.07184905660378,293.3207547169811,302.0,278.1578947368421,296.58490566037733,53,9496
10,96.642,133.05971153846156,294.38461538461536,305.0,270.0487804878049,295.86538461538464,52,9496
11,93.945,129.7457924528302,290.7358490566038,305.0,276.70454545454544,295.8490566037736,53,9496
14,94.726,130.34788679245284,291.50943396226415,303.0,277.95348837209303,293.5660377358491,53,9496
16,95.044,130.0113962264151,291.64150943396226,303.0,274.9555555555556,293.9056603773585,53,9496
18,95.798,132.21676923076922,289.1923076923077,303.0,274.4878048780488,294.11538461538464,52,9496
20,96.654,132.3468653846154,296.3076923076923,307.0,274.2857142857143,298.53846153846155,52,9496
22,96.342,102.26541176470589,295.1372549019608,308.0,275.8125,295.3333333333333,52,9496
23,,,,,,,1,9496
24,97.16,247.45550000000003,275.1666666666667,302.0,268.09090909090907,281.6666666666667,13,9496
27,95.325,132.13903846153846,296.03846153846155,309.0,276.7857142857143,300.0,52,9496
31,96.232,132.79273076923076,293.28846153846155,302.0,273.20588235294116,295.88461538461536,52,9496
44,93.952,130.4273396226415,291.7169811320755,303.0,277.7317073170732,294.9811320754717,53,9496
55,93.841,129.90381132075473,294.45283018867923,307.0,276.78723404255317,295.8301886792453,53,9496
63,94.404,130.37658490566037,292.79245283018867,307.0,277.525,295.0566037735849,53,9496
77,96.608,132.3635,290.96153846153845,302.0,271.47727272727275,293.59615384615387,52,9496
81,94.802,130.40654716981132,294.49056603773585,304.0,278.6857142857143,295.75471698113205,53,9496
1,98.406,108.08814285714286,291.2857142857143,333.0,255.6046511627907,252.35714285714286,56,9673
2,101.0,109.55516363636363,291.5892857142857,335.0,261.84,253.19642857142858,56,9673
3,100.994,115.07812121212122,284.06060606060606,340.0,259.82142857142856,243.06060606060606,34,9673
4,98.751,108.33551785714285,292.05357142857144,331.0,262.5217391304348,253.76785714285714,56,9673
10,99.198,109.3225357142857,288.8392857142857,337.0,257.25581395348837,246.94642857142858,56,9673
11,99.388,108.43130357142857,299.01785714285717,334.0,259.01960784313724,257.80357142857144,56,9673
14,97.81,108.86489285714286,295.85714285714283,335.0,263.0869565217391,259.14285714285717,56,9673
16,99.384,108.51094642857143,296.64285714285717,333.0,256.54761904761904,255.98214285714286,56,9673
18,99.444,109.566875,299.23214285714283,347.0,258.4878048780488,255.66071428571428,56,9673
20,101.077,109.47273214285714,290.73214285714283,344.0,266.06666666666666,250.78571428571428,56,9673
22,101.593,111.05773076923077,295.3076923076923,337.0,265.40909090909093,249.15384615384616,27,9673
23,100.79,109.25932142857143,295.55357142857144,337.0,260.5652173913044,253.28571428571428,56,9673
24,98.633,109.36991071428572,292.19642857142856,338.0,262.0425531914894,251.69642857142858,56,9673
27,100.815,109.16601785714285,297.9107142857143,340.0,263.2888888888889,258.67857142857144,56,9673
31,100.937,109.20973214285713,286.01785714285717,329.0,256.075,249.66071428571428,56,9673
44,100.835,109.12305357142857,296.57142857142856,341.0,262.2916666666667,252.64285714285714,56,9673
55,99.764,108.69692857142857,299.05357142857144,332.0,263.6938775510204,257.7142857142857,56,9673
63,100.112,108.78064285714287,295.23214285714283,336.0,263.8958333333333,259.64285714285717,56,9673
77,101.276,104.15884210526316,316.7894736842105,341.0,270.05882352941177,263.05,20,9673
81,99.739,109.09185714285715,294.07142857142856,329.0,262.0416666666667,255.73214285714286,56,9673
1,91.261,95.75429824561404,303.03508771929825,317.0,204.06,183.56140350877192,57,9507
2,93.452,95.7017037037037,317.55555555555554,333.0,208.34615384615384,181.96296296296296,28,9507
3,92.122,96.5137543859649,313.3157894736842,343.0,202.76923076923077,177.26315789473685,57,9507
4,90.98,95.62298245614035,306.29824561403507,327.0,205.75555555555556,181.6315789473684,58,9507
10,92.055,96.4062105263158,316.3333333333333,342.0,204.5,179.24561403508773,57,9507
11,90.855,95.87843859649122,307.5438596491228,331.0,204.86274509803923,180.33333333333334,57,9507
14,91.727,96.2700350877193,307.05263157894734,336.0,203.3469387755102,179.9298245614035,57,9507
16,91.084,95.79387719298246,308.1929824561403,333.0,205.04,181.08771929824562,57,9507
18,91.588,96.41307017543859,312.12280701754383,355.0,207.5952380952381,183.75438596491227,57,9507
20,91.774,96.58035087719298,316.140350877193,341.0,207.71428571428572,180.33333333333334,57,9507
22,91.682,96.08050877192983,309.03508771929825,332.0,206.47727272727272,178.01754385964912,57,9507
23,90.849,96.95331578947368,320.719298245614,347.0,205.81132075471697,177.2280701754386,57,9507
24,91.991,96.49568421052632,309.2631578947368,335.0,206.0888888888889,179.8421052631579,57,9507
27,91.941,96.33573684210526,309.719298245614,337.0,208.42222222222222,181.42105263157896,57,9507
31,92.037,96.31543859649122,312.63157894736844,344.0,205.77777777777777,179.96491228070175,57,9507
44,91.233,95.91059649122806,308.8421052631579,329.0,203.9,179.47368421052633,57,9507
55,90.928,95.82059649122807,308.5263157894737,344.0,203.6530612244898,181.2280701754386,57,9507
63,91.921,96.23150877192982,314.87719298245617,338.0,203.6078431372549,179.57894736842104,57,9507
77,92.098,96.53835087719298,311.87719298245617,337.0,207.44897959183675,179.98245614035088,57,9507
81,90.634,96.4912456140351,306.56140350877195,351.0,205.60416666666666,181.96491228070175,57,9507
1,80.366,81.36009523809523,291.3174603174603,299.0,215.44,253.61904761904762,63,9515
2,81.229,83.49503225806451,287.88709677419354,301.0,210.0,252.96774193548387,62,9515
3,81.569,83.11882258064516,285.64516129032256,294.0,214.56363636363636,253.24193548387098,62,9515
4,79.994,81.37169841269842,291.1904761904762,302.0,216.8653846153846,255.68253968253967,63,9515
10,81.371,83.47277419354839,282.1290322580645,294.0,212.98039215686273,249.74193548387098,62,9515
11,79.686,82.23074603174604,288.12698412698415,297.0,215.1086956521739,254.85714285714286,63,9515
14,79.004,83.7168524590164,284.2741935483871,295.0,215.14285714285714,254.24193548387098,62,9515
16,79.935,81.48715873015873,287.58730158730157,298.0,214.5,253.22222222222223,63,9515
18,80.57,82.62390476190475,283.5079365079365,293.0,212.27777777777777,253.46031746031747,63,9515
20,81.009,83.09879032258064,286.7741935483871,304.0,210.53061224489795,254.91935483870967,62,9515
22,80.936,82.96141935483871,286.7903225806452,291.0,214.46,248.03225806451613,62,9515
23,81.274,86.04225490196077,279.05882352941177,296.0,210.73333333333332,252.86274509803923,52,9515
24,81.016,83.39666129032258,284.88709677419354,301.0,211.73214285714286,251.16129032258064,62,9515
27,81.7,83.0815806451613,284.9032258064516,293.0,211.43396226415095,253.33870967741936,62,9515
31,81.304,83.37933870967743,281.01612903225805,296.0,210.89795918367346,251.46774193548387,62,9515
44,80.331,81.9176984126984,284.3968253968254,293.0,213.92727272727274,253.79365079365078,63,9515
55,80.22,81.7136507936508,286.25396825396825,297.0,213.52542372881356,253.53968253968253,63,9515
63,78.589,82.10879365079366,286.5238095238095,298.0,215.61818181818182,254.33333333333334,63,9515
77,81.455,83.5793870967742,284.38709677419354,297.0,211.1851851851852,250.4516129032258,62,9515
81,79.907,81.58538095238094,289.95238095238096,299.0,216.65384615384616,256.55555555555554,63,9515
1,74.569,79.6164025974026,268.6025641025641,286.0,186.86301369863014,186.34615384615384,78,9523
2,75.525,81.16962666666666,277.9342105263158,288.0,193.4264705882353,174.73684210526315,76,9523
3,77.172,81.22948000000001,272.61842105263156,284.0,192.01408450704224,174.77631578947367,76,9523
4,75.742,79.69041558441559,278.9102564102564,285.0,192.6338028169014,185.67948717948718,78,9523
10,75.625,81.02763157894738,274.987012987013,281.0,188.5,177.46753246753246,77,9523
11,,,,,,,1,9523
14,77.939,81.14965333333333,274.4868421052632,281.0,197.42424242424244,172.6184210526316,76,9523
16,75.162,79.73018181818182,275.12820512820514,282.0,198.86666666666667,181.83333333333334,78,9523
18,76.71,81.31830666666666,275.0131578947368,285.0,184.76388888888889,180.22368421052633,76,9523
20,,,,,,,1,9523
22,74.72,80.87410526315789,272.4805194805195,278.0,186.95454545454547,176.46753246753246,77,9523
23,77.06,80.98406578947368,276.5584415584416,283.0,185.17142857142858,175.3116883116883,77,9523
24,74.718,81.66081333333332,277.10526315789474,287.0,182.56164383561645,178.98684210526315,76,9523
27,,,,,,,1,9523
31,,,94.0,94.0,175.0,71.0,1,9523
44,74.165,79.56698701298701,276.9230769230769,289.0,193.06756756756758,186.26923076923077,78,9523
55,74.726,79.74568831168831,277.14102564102564,288.0,194.27777777777777,184.92307692307693,78,9523
63,75.228,79.67505194805196,272.6794871794872,285.0,196.19444444444446,181.7948717948718,78,9523
77,76.561,81.04392,277.5657894736842,286.0,185.5441176470588,178.44736842105263,76,9523
81,76.281,79.79171428571428,277.56410256410254,283.0,194.11428571428573,185.52564102564102,78,9523
1,75.569,90.69117142857142,284.04285714285714,307.0,215.83823529411765,260.3857142857143,70,9531
2,86.484,94.13221739130435,304.2608695652174,326.0,199.56521739130434,268.8695652173913,24,9531
3,77.076,91.1011,296.2142857142857,343.0,214.65079365079364,269.2,70,9531
4,75.558,90.74654285714286,283.6714285714286,327.0,212.20338983050848,265.22857142857146,70,9531
10,77.013,91.1213,292.62857142857143,331.0,215.044776119403,267.5285714285714,70,9531
11,78.819,92.37554901960785,297.6730769230769,336.0,215.54,267.8269230769231,52,9531
14,76.303,90.94082857142857,287.65714285714284,324.0,206.8923076923077,268.72857142857146,70,9531
16,86.012,96.09465,288.5853658536585,309.0,199.35,256.0975609756098,41,9531
18,76.762,91.02861428571428,288.27142857142854,331.0,211.01538461538462,268.34285714285716,70,9531
20,76.499,91.13695714285716,293.8,347.0,217.36507936507937,269.12857142857143,70,9531
22,77.309,91.44281428571429,288.24285714285713,333.0,215.27272727272728,267.64285714285717,70,9531
23,79.359,92.10428846153846,301.5,335.0,213.75510204081633,268.71153846153845,53,9531
24,77.325,92.7806811594203,286.1304347826087,321.0,217.9090909090909,262.94202898550725,69,9531
27,76.683,91.13102857142856,292.0285714285714,333.0,214.83582089552237,263.75714285714287,70,9531
31,77.012,91.12458571428571,280.3,328.0,218.23880597014926,264.9428571428571,70,9531
44,74.856,90.76168571428572,290.37142857142857,334.0,219.44776119402985,266.95714285714286,70,9531
55,78.957,92.09490384615385,297.3018867924528,335.0,210.9607843137255,268.1509433962264,53,9531
63,74.895,90.7527,284.25714285714287,333.0,223.97101449275362,265.74285714285713,70,9531
77,77.25,91.26947142857144,290.25714285714287,337.0,213.71875,267.1,70,9531
81,76.247,90.83604285714286,285.2,329.0,218.1846153846154,264.6714285714286,70,9531
1,77.776,80.31325757575758,300.8421052631579,324.0,268.9259259259259,272.5151515151515,66,9539
2,80.172,82.897671875,304.36538461538464,330.0,264.45454545454544,269.390625,64,9539
3,79.45,82.22693846153847,308.85714285714283,336.0,264.09375,272.7230769230769,65,9539
4,77.115,80.34709090909091,310.0655737704918,332.0,261.3968253968254,270.6515151515151,66,9539
10,79.045,81.2535,304.18,329.0,266.8888888888889,265.04545454545456,66,9539
11,77.785,81.21631818181818,305.25454545454545,333.0,261.35714285714283,266.72727272727275,66,9539
14,78.334,81.69535384615385,306.42622950819674,332.0,266.53968253968253,272.0153846153846,65,9539
16,77.897,80.65712121212121,311.14814814814815,336.0,270.3666666666667,278.22727272727275,66,9539
