,doctor_link,price,experience,rating,review_count,clinics_count,dist_center,spec,is_kids,is_adults,doctor_source,district,price_log
8,https://prodoctorov.ru/moskva/vrach/1235876-alekseeva/,7000.0,4.0,2.583333333333333,1.0,3.0,8.156834087889427,детский невролог,True,True,ProDoctorov,район Сокол,8.853808274977197
9,https://prodoctorov.ru/moskva/vrach/214710-alekseeva/,5000.0,47.0,3.354166666666667,8.0,3.0,0.9291754482346279,эндокринолог,False,True,ProDoctorov,Тверской район,8.517393171418904
16,https://docdoc.ru/doctor/Antipova_Anna_12,5500.0,4.0,3.774999999999999,0.0,2.0,1.8593091682859662,невролог,False,True,Обе платформы,Мещанский район,8.612685172875459
33,https://prodoctorov.ru/moskva/vrach/1203430-bogdanova/,2800.0,23.0,4.083333333333333,4.0,3.0,13.614476457054007,невролог,False,True,ProDoctorov,район Марьино,7.937731775260109
38,https://prodoctorov.ru/moskva/vrach/230538-bogomolova/,4900.0,39.0,3.1374999999999997,4.0,1.0,7.5055028420542245,терапевт,False,True,ProDoctorov,район Аэропорт,8.497194544909547
39,https://prodoctorov.ru/moskva/vrach/966806-vasileva/,1490.0,7.0,3.1666666666666665,2.0,2.0,4.004126908119521,акушер,False,True,ProDoctorov,Пресненский район,7.307202314764738
42,https://prodoctorov.ru/moskva/vrach/1196873-vasileva/,2950.0,11.0,2.7566666666666664,5.0,1.0,1.9384919025360723,эндокринолог,False,True,ProDoctorov,район Арбат,7.989899374942939
43,https://prodoctorov.ru/moskva/vrach/470149-vasileva/,5200.0,29.0,,0.0,2.0,14.686780628722685,функциональный диагност,False,True,ProDoctorov,район Тёплый Стан,8.556606193773073
50,https://docdoc.ru/doctor/Volkova_Natalya_47,4000.0,19.0,4.7065603826899824,23.0,3.0,13.90780646690555,эндокринолог,True,True,Обе платформы,район Ховрино,8.294299608857235
57,https://prodoctorov.ru/moskva/vrach/364338-gavrilova/,3500.0,13.0,4.0,8.0,1.0,3.7288535317524314,акушер,False,True,ProDoctorov,район Хамовники,8.160803920954665
63,https://prodoctorov.ru/moskva/vrach/217648-gerasimova/,3190.0,37.0,4.544568614175817,16.0,1.0,11.87604032797007,невролог,False,True,ProDoctorov,Бабушкинский район,8.068089626278244
72,https://prodoctorov.ru/moskva/vrach/679653-grigoreva/,2900.0,8.0,1.0416666666666663,2.0,2.0,14.878297949656165,акушер,False,True,ProDoctorov,район Северное Медведково,7.972810784121404
77,https://prodoctorov.ru/moskva/vrach/27659-guseva/,2000.0,44.0,3.3452380952380953,7.0,2.0,22.723287666065364,акушер,False,True,ProDoctorov,микрорайон Переделкино Ближнее,7.601402334583733
82,https://prodoctorov.ru/moskva/vrach/858405-denisova/,1590.0,19.0,3.9166666666666665,4.0,1.0,31.43736525197664,акушер,False,True,ProDoctorov,жилой район Новые Ватутинки,7.372118028337787
87,https://prodoctorov.ru/moskva/vrach/64468-denisova/,6400.0,32.0,5.0,48.0,1.0,14.686780628722685,гинеколог,False,True,ProDoctorov,район Тёплый Стан,8.764209507142004
99,https://prodoctorov.ru/moskva/vrach/66129-egorova/,12200.0,17.0,1.1777777777777778,3.0,2.0,9.718065506544988,терапевт,False,True,ProDoctorov,район Черёмушки,9.409273194575334
113,https://prodoctorov.ru/moskva/vrach/133705-ermakova/,5000.0,42.0,1.5277777777777777,6.0,1.0,2.561082684796663,акушер,False,True,ProDoctorov,район Якиманка,8.517393171418904
114,https://prodoctorov.ru/moskva/vrach/1171521-ermakova/,4450.0,9.0,2.5,1.0,2.0,12.447842606617684,эндокринолог,False,True,ProDoctorov,район Москворечье-Сабурово,8.400884069015854
116,https://prodoctorov.ru/moskva/vrach/756379-zaycev/,1390.0,18.0,,0.0,1.0,23.54455192918021,терапевт,False,True,ProDoctorov,микрорайон Первый Московский,7.237778191923443
119,https://prodoctorov.ru/moskva/vrach/139868-zayceva/,5800.0,33.0,3.8920742619630566,22.0,2.0,4.810285441530454,акушер,False,True,ProDoctorov,район Лефортово,8.665785595466064
123,https://prodoctorov.ru/moskva/vrach/906291-zarubina/,4600.0,24.0,4.166666666666666,6.0,2.0,15.479216818712313,акушер,False,True,ProDoctorov,район Орехово-Борисово Северное,8.434028950155469
136,https://prodoctorov.ru/moskva/vrach/1157285-ivanova/,8000.0,4.0,2.4166666666666665,1.0,1.0,3.5751521672395215,эндокринолог,False,True,ProDoctorov,Даниловский район,8.987321812850125
139,https://prodoctorov.ru/moskva/vrach/458374-ivanova/,4000.0,27.0,,0.0,2.0,8.007081284957609,эндокринолог,False,True,ProDoctorov,район Аэропорт,8.294299608857235
156,https://prodoctorov.ru/moskva/vrach/209048-ivanova/,4070.0,32.0,2.4701168969674105,30.0,2.0,9.65855340564303,акушер,False,True,ProDoctorov,район Хорошёво-Мнёвники,8.31164394850298
160,https://docdoc.ru/doctor/Ivanova_Larisa_13,2750.0,32.0,0.4749679961483611,14.0,5.0,11.311575974459231,терапевт,False,True,Обе платформы,район Проспект Вернадского,7.919719760924575
162,https://prodoctorov.ru/moskva/vrach/1311837-ivanova/,2700.0,35.0,4.813578071057107,44.0,4.0,11.2672154051074,акушер,False,True,ProDoctorov,Рязанский район,7.901377353792616
166,https://docdoc.ru/doctor/Ivanova_Natalya_154,3520.0,25.0,3.442988932974868,7.0,2.0,4.741475546359241,онколог,True,True,Обе платформы,Басманный район,8.166500319155052
169,https://prodoctorov.ru/moskva/vrach/215640-ivanova/,12500.0,42.0,4.450826695192555,19.0,5.0,10.031494688402436,акушер,False,True,ProDoctorov,район Раменки,9.433563920090563
181,https://prodoctorov.ru/moskva/vrach/147297-ivanova/,2800.0,15.0,4.724694246038934,21.0,1.0,22.366168235916575,маммолог,False,True,ProDoctorov,,7.937731775260109
184,https://prodoctorov.ru/moskva/vrach/861253-ivanova/,2870.0,12.0,2.341666666666667,2.0,2.0,14.171104614623717,терапевт,False,True,ProDoctorov,район Коньково,7.962415680121064
186,https://docdoc.ru/doctor/Ilina_Olga_44,3600.0,16.0,1.8190362640100195,3.0,5.0,7.822931425027749,онколог,False,True,Обе платформы,Нижегородский район,8.188966863648876
188,https://prodoctorov.ru/moskva/vrach/370891-ilina/,6000.0,38.0,4.280301884884008,11.0,3.0,22.619373915223196,невролог,False,True,ProDoctorov,Ошибка,8.699681400989514
201,https://docdoc.ru/doctor/Kovaleva_Elena_19,5800.0,36.0,4.468128722229941,12.0,2.0,10.55211077269659,рефлексотерапевт,False,True,Обе платформы,район Черёмушки,8.665785595466064
202,https://docdoc.ru/doctor/Kovaleva_Elena_V,5800.0,36.0,4.5520553786089355,17.0,1.0,10.55211077269659,рефлексотерапевт,False,True,Обе платформы,район Черёмушки,8.665785595466064
212,https://prodoctorov.ru/moskva/vrach/1293070-konstantinova/,2240.0,2.0,,0.0,2.0,,эндокринолог,False,True,ProDoctorov,,7.714677473800927
223,https://prodoctorov.ru/moskva/vrach/97789-kotova/,4340.0,34.0,4.634423944766182,18.0,4.0,2.0995467482175445,хирург,True,True,ProDoctorov,район Хамовники,8.375860015299594
232,https://prodoctorov.ru/moskva/vrach/1027041-kudryavceva/,3500.0,20.0,3.9982406621239344,13.0,3.0,4.158034336514093,акушер,False,True,ProDoctorov,Донской район,8.160803920954665
242,https://prodoctorov.ru/moskva/vrach/813320-kuznecova/,1490.0,10.0,,2.0,1.0,4.004126908119521,акушер,False,True,ProDoctorov,Пресненский район,7.307202314764738
247,https://prodoctorov.ru/moskva/vrach/288159-kuznecova/,3300.0,23.0,4.0643305334993185,21.0,2.0,9.009959594736332,акушер,True,True,ProDoctorov,Академический район,8.101980731853192
249,https://prodoctorov.ru/moskva/vrach/1288421-kuznecova/,4000.0,10.0,5.0,62.0,2.0,3.7605913615347855,рефлексотерапевт,False,True,ProDoctorov,Таганский район,8.294299608857235
250,https://prodoctorov.ru/moskva/vrach/215998-kuznecova/,2700.0,42.0,4.815860880443455,24.0,3.0,21.507214910468164,акушер,False,True,ProDoctorov,район Ново-Переделкино,7.901377353792616
266,https://prodoctorov.ru/moskva/vrach/666649-kuznecova/,5900.0,14.0,,0.0,1.0,13.570654986277257,онколог,False,True,ProDoctorov,район Кунцево,8.682877107057168
275,https://prodoctorov.ru/moskva/vrach/707633-lysyuk/,12900.0,13.0,4.666666666666667,8.0,2.0,9.718065506544988,акушер,False,True,ProDoctorov,район Черёмушки,9.465060106725137
287,https://prodoctorov.ru/moskva/vrach/981173-martynova/,3000.0,12.0,5.0,29.0,1.0,11.341442264479298,другое,True,True,ProDoctorov,район Перово,8.006700845440367
303,https://docdoc.ru/doctor/Meshteryakova_Elena_12,7000.0,18.0,3.5687644636626707,5.0,3.0,4.217875691936248,другое,False,True,Обе платформы,Тверской район,8.853808274977197
305,https://prodoctorov.ru/moskva/vrach/217880-mesheryakova/,6000.0,22.0,3.471428571428571,7.0,1.0,1.989727959273741,акушер,False,True,ProDoctorov,Мещанский район,8.699681400989514
307,https://prodoctorov.ru/moskva/vrach/706455-mihaylova/,10395.0,20.0,,0.0,2.0,11.934891208189807,мануальный терапевт,False,True,ProDoctorov,район Проспект Вернадского,9.249176395761381
313,https://prodoctorov.ru/moskva/vrach/364361-morozova/,3500.0,24.0,4.144444444444445,9.0,1.0,3.7288535317524314,акушер,False,True,ProDoctorov,район Хамовники,8.160803920954665
323,https://prodoctorov.ru/moskva/vrach/398034-morozova/,4200.0,29.0,4.163583350937237,17.0,1.0,,гинеколог,False,True,ProDoctorov,,8.343077871169383
326,https://prodoctorov.ru/moskva/vrach/996201-moskalenko/,4500.0,12.0,2.1666666666666665,1.0,1.0,10.72281377045349,онколог,False,True,ProDoctorov,район Нагатино-Садовники,8.412054873292933
332,https://prodoctorov.ru/moskva/vrach/209979-nikitina/,6000.0,33.0,4.32170263298736,34.0,3.0,4.28225725831686,акушер,False,True,ProDoctorov,Басманный район,8.699681400989514
334,https://prodoctorov.ru/moskva/vrach/1275466-nikiforova/,2500.0,26.0,4.083333333333333,4.0,4.0,10.720893831001044,гастроэнтеролог,False,True,ProDoctorov,район Зюзино,7.824445930877619
335,https://prodoctorov.ru/moskva/vrach/286505-nikiforova/,2900.0,38.0,,0.0,3.0,10.55211077269659,врач общей практики (семейный врач),False,True,ProDoctorov,район Черёмушки,7.972810784121404
336,https://prodoctorov.ru/moskva/vrach/710123-nikolaev/,4500.0,10.0,5.0,30.0,4.0,13.570654986277257,гинеколог-хирург,False,True,ProDoctorov,район Кунцево,8.412054873292933
343,https://prodoctorov.ru/moskva/vrach/207719-nikolaeva/,3500.0,30.0,2.4166666666666665,2.0,4.0,7.993924676875646,эндокринолог,False,True,ProDoctorov,район Котловка,8.160803920954665
348,https://prodoctorov.ru/moskva/vrach/574113-novikova/,3000.0,9.0,2.583333333333333,1.0,2.0,9.256984530545903,реабилитолог,False,True,ProDoctorov,район Ростокино,8.006700845440367
359,https://prodoctorov.ru/moskva/vrach/1268780-osmanova/,2800.0,4.0,2.5,1.0,4.0,,диетолог,False,True,ProDoctorov,,7.937731775260109
363,https://prodoctorov.ru/moskva/vrach/1179156-palkina/,2800.0,2.0,,0.0,1.0,,гинеколог,False,True,ProDoctorov,,7.937731775260109
364,https://prodoctorov.ru/moskva/vrach/476299-palkina/,2500.0,18.0,3.4166666666666665,4.0,2.0,13.587599179527897,гинеколог,False,True,ProDoctorov,район Марьино,7.824445930877619
365,https://prodoctorov.ru/moskva/vrach/1313904-panfilova/,9000.0,8.0,,0.0,2.0,9.620132446938268,невролог,False,True,ProDoctorov,район Раменки,9.105090961257085
366,https://prodoctorov.ru/moskva/vrach/129677-panfilova/,2100.0,15.0,5.0,65.0,1.0,8.75793548003891,реабилитолог,True,True,ProDoctorov,район Раменки,7.650168700845001
369,https://prodoctorov.ru/moskva/vrach/33686-paramonova/,2390.0,22.0,4.708346692522885,20.0,2.0,,акушер,False,True,ProDoctorov,,7.779466967458324
371,https://prodoctorov.ru/moskva/vrach/593510-petrova/,3820.0,10.0,,0.0,1.0,3.5676227052293648,терапевт,False,True,ProDoctorov,район Хамовники,8.2482674474469
378,https://prodoctorov.ru/moskva/vrach/1041141-petrova/,4600.0,2.0,,0.0,2.0,18.818816729187525,акушер,False,True,ProDoctorov,,8.434028950155469
390,https://docdoc.ru/doctor/Prohorova_Yuliya_10,3000.0,14.0,4.509803673359293,11.0,1.0,,эндокринолог,False,True,Обе платформы,,8.006700845440367
419,https://prodoctorov.ru/moskva/vrach/655593-smirnova/,4150.0,26.0,2.4662005038196932,13.0,3.0,5.658192598861639,эндокринолог,False,True,ProDoctorov,район Лефортово,8.33110454805304
420,https://prodoctorov.ru/moskva/vrach/984081-smirnova/,4500.0,32.0,0.0,1.0,1.0,1.1138875844233127,терапевт,False,True,ProDoctorov,Таганский район,8.412054873292933
421,https://prodoctorov.ru/moskva/vrach/31375-smirnova/,7000.0,12.0,4.908471115865426,19.0,2.0,8.56357200391162,алголог,False,True,ProDoctorov,район Филёвский Парк,8.853808274977197
425,https://docdoc.ru/doctor/Smirnova_Olga_106,7000.0,37.0,4.826074029038123,37.0,4.0,15.940092795693852,другое,False,True,Обе платформы,район Ховрино,8.853808274977197
438,https://prodoctorov.ru/moskva/vrach/678692-sobolevskaya/,6000.0,54.0,,0.0,1.0,4.333486033493287,акушер,False,True,ProDoctorov,Таганский район,8.699681400989514
439,https://prodoctorov.ru/moskva/vrach/373470-sokolova/,7000.0,12.0,5.0,80.0,2.0,4.28225725831686,гинеколог,False,True,ProDoctorov,Басманный район,8.853808274977197
445,https://prodoctorov.ru/moskva/vrach/954792-sokolovskaya/,3800.0,8.0,3.5541666666666663,4.0,2.0,12.638195063722995,невролог,False,True,ProDoctorov,район Чертаново Северное,8.24301946898925
457,https://prodoctorov.ru/moskva/vrach/1058647-titova/,4470.0,24.0,5.0,21.0,2.0,,акушер,True,True,ProDoctorov,,8.405367376233981
459,https://prodoctorov.ru/moskva/vrach/1274284-tovsultanova/,1470.0,27.0,2.6666666666666665,1.0,1.0,12.558300463343475,вертебролог,False,True,ProDoctorov,,7.293697720601438
464,https://prodoctorov.ru/moskva/vrach/405287-tyurina/,4000.0,16.0,4.635011515495221,17.0,2.0,2.561082684796663,гинеколог,False,True,ProDoctorov,район Якиманка,8.294299608857235
473,https://docdoc.ru/doctor/Fedotova_Anastasiya,3500.0,30.0,3.7168282932120738,60.0,2.0,13.819435982802737,невролог,False,True,Обе платформы,район Коньково,8.160803920954665
489,https://prodoctorov.ru/moskva/vrach/218387-chernova/,3500.0,42.0,1.4287855527691915,16.0,1.0,1.6849754870183875,онколог-маммолог,False,True,ProDoctorov,,8.160803920954665
490,https://prodoctorov.ru/moskva/vrach/204293-chernysheva/,6400.0,28.0,4.814578686419273,33.0,2.0,14.686780628722685,акушер,False,True,ProDoctorov,район Тёплый Стан,8.764209507142004
491,https://prodoctorov.ru/moskva/vrach/889606-chernysheva/,2680.0,40.0,,0.0,1.0,1.3866805193714673,кардиолог,False,True,ProDoctorov,,7.893945138235959
498,https://prodoctorov.ru/moskva/vrach/205796-shahova/,8000.0,30.0,4.271309782681307,16.0,2.0,2.737917797876721,акушер,False,True,ProDoctorov,,8.987321812850125
500,https://prodoctorov.ru/moskva/vrach/491840-shoh/,5460.0,28.0,4.333333333333333,9.0,1.0,13.570654986277257,другое,True,True,ProDoctorov,район Кунцево,8.605387202152153
501,https://prodoctorov.ru/moskva/vrach/1089506-shoh/,4500.0,28.0,2.2499999999999996,1.0,2.0,5.7558020869784,невролог,False,True,ProDoctorov,,8.412054873292933
503,https://docdoc.ru/doctor/Shterbakov_Sergey_2,6000.0,31.0,4.383035089257551,13.0,5.0,1.9155464367898989,маммолог,False,True,Обе платформы,Таганский район,8.699681400989514
504,https://docdoc.ru/doctor/Shterbakov_Sergey_2,6000.0,31.0,3.8175,8.0,7.0,1.9155464367898989,эндокринолог,False,True,Обе платформы,Таганский район,8.699681400989514
513,https://docdoc.ru/doctor/Aakef_Hayder,4865.0,12.0,3.809687374485295,5.0,2.0,3.267293198790294,онколог,False,True,Обе платформы,район Хамовники,8.490027523343468
514,https://docdoc.ru/doctor/Abaev_Aslan_2,3062.0,4.0,3.25,0.0,3.0,,терапевт,False,True,Обе платформы,,8.027150106832774
521,https://docdoc.ru/doctor/Abaeva_Uliana,3600.0,38.0,2.591090153118708,69.0,4.0,4.996545678739111,акушер,False,True,Обе платформы,район Марьина Роща,8.188966863648876
526,https://docdoc.ru/doctor/Abakarova_Zulfiya,3655.0,28.0,4.937515839512382,51.0,7.0,14.216070480357704,диетолог,False,True,Обе платформы,район Тропарёво-Никулино,8.204124932574041
533,https://docdoc.ru/doctor/Abakumova_Anastasiya_5,3700.0,,2.826392122939572,1.0,1.0,7.822931425027749,акушер,False,True,Обе платформы,Нижегородский район,8.216358332386156
535,https://docdoc.ru/doctor/Abakumova_Mariya,3200.0,19.0,3.3723466710734855,9.0,1.0,3.573637081119139,эндокринолог,False,True,Обе платформы,,8.071218539969863
539,https://docdoc.ru/doctor/Abasalieva_Dzhamilya,1900.0,21.0,3.2283051701241128,7.0,3.0,8.643218243369663,маммолог,False,True,Обе платформы,,7.550135342488429
547,https://docdoc.ru/doctor/Abahina_Darya,9000.0,8.0,4.8394917870351675,27.0,3.0,9.397862240918464,диетолог,False,True,Обе платформы,район Раменки,9.105090961257085
548,https://docdoc.ru/doctor/Abacheva_Maida,3900.0,25.0,4.744848280532734,40.0,1.0,,акушер,False,True,Обе платформы,,8.268988209506656
552,https://prodoctorov.ru/moskva/vrach/1248556-abashin/,12900.0,,2.833333333333333,3.0,2.0,13.570654986277257,онколог,False,True,ProDoctorov,район Кунцево,9.465060106725137
555,https://docdoc.ru/doctor/Abashina_Yuliya,2800.0,16.0,3.9237541125138344,76.0,2.0,32.2851062064727,функциональный диагност,False,True,Обе платформы,Ошибка,7.937731775260109
565,https://docdoc.ru/doctor/Abbasova_Darya,4450.0,15.0,3.6220238095238098,4.0,4.0,4.888837069423568,онколог,False,True,Обе платформы,район Хамовники,8.400884069015854
568,https://prodoctorov.ru/moskva/vrach/857630-abbasova/,2200.0,,3.583333333333333,4.0,2.0,18.818816729187525,гинеколог,False,True,ProDoctorov,,7.696667081526462
572,https://docdoc.ru/doctor/Abbud_Abdulkader,4800.0,9.0,4.351940499023225,18.0,4.0,8.532116100658772,онколог,False,True,Обе платформы,район Котловка,8.476579508530941
581,https://docdoc.ru/doctor/Abdrazyakova_Roza,3175.0,18.0,2.4381885851379668,3.0,2.0,2.2872990013603154,эндокринолог,False,True,Обе платформы,район Якиманка,8.063377822367027
588,https://docdoc.ru/doctor/Abdrashitova_Nadiya_2,7000.0,17.0,4.8641867848923575,19.0,1.0,9.397862240918464,терапевт,False,True,Обе платформы,,8.853808274977197
611,https://docdoc.ru/doctor/Abdulaeva_Sati,2900.0,33.0,2.422005078365438,1.0,3.0,11.071424265784268,акушер,False,True,Обе платформы,Войковский район,7.972810784121404
615,https://prodoctorov.ru/moskva/vrach/208597-abdulazizova/,2200.0,,4.077902463546929,20.0,1.0,13.955140594256417,гирудотерапевт,False,True,ProDoctorov,,7.696667081526462
632,https://docdoc.ru/doctor/Abdulkerimov_Zaypulla,5100.0,29.0,4.988808090927536,112.0,4.0,4.105229612643577,другое,False,True,Обе платформы,Красносельский район,8.537191877922927
641,https://prodoctorov.ru/moskva/vrach/1031623-yahyaeva/,1590.0,,,0.0,2.0,17.764693465658073,акушер,False,True,ProDoctorov,,7.372118028337787
647,https://docdoc.ru/doctor/Abdullaeva_3,4800.0,18.0,3.47734375,4.0,2.0,8.532116100658772,терапевт,False,True,Обе платформы,район Котловка,8.476579508530941
663,https://prodoctorov.ru/moskva/vrach/1094183-abdullaeva/,2390.0,,,0.0,1.0,,акушер,False,True,ProDoctorov,,7.779466967458324
668,https://prodoctorov.ru/moskva/vrach/940878-abdullaeva/,3000.0,,5.0,37.0,3.0,,терапевт,False,True,ProDoctorov,,8.006700845440367
669,https://docdoc.ru/doctor/Abdullaeva_Sarizhat,2750.0,13.0,3.899643052251658,15.0,1.0,12.790699496840531,невролог,False,True,Обе платформы,,7.919719760924575
677,https://docdoc.ru/doctor/Abdullina_Gulnara_2,5950.0,26.0,4.997142972348726,81.0,8.0,20.997953609419504,функциональный диагност,False,True,Обе платформы,район Северное Бутово,8.691314551644853
693,https://docdoc.ru/doctor/Abdulmanova_Nadezhda,2700.0,37.0,2.2340991181562546,7.0,2.0,16.911020303292915,детский невролог,True,True,Обе платформы,,7.901377353792616
699,https://prodoctorov.ru/moskva/vrach/792172-abdurahimov/,500.0,,2.8333333333333335,2.0,3.0,10.156694015003819,акушер,False,True,ProDoctorov,,6.2166061010848646
719,https://prodoctorov.ru/moskva/vrach/473916-abduhakov/,2700.0,,3.083333333333333,3.0,2.0,1.6221000851895646,терапевт,False,True,ProDoctorov,,7.901377353792616
738,https://docdoc.ru/doctor/Abidaev_Mihail,2785.0,7.0,1.962049542033014,1.0,5.0,10.994005422283138,терапевт,False,True,Обе платформы,район Черёмушки,7.932362154339751
747,https://prodoctorov.ru/moskva/vrach/794042-kurmanva/,3200.0,,4.083333333333333,6.0,2.0,1.8593091682859662,эндокринолог,False,True,ProDoctorov,,8.071218539969863
751,https://docdoc.ru/doctor/Ablina_Kseniya,2700.0,17.0,4.515625,4.0,3.0,18.018573836800037,эндокринолог,False,True,Обе платформы,,7.901377353792616
754,https://docdoc.ru/doctor/Abljazov_Irshat,9200.0,35.0,3.8097151824441298,10.0,2.0,2.7325921029233053,терапевт,False,True,Обе платформы,Тверской район,9.127067452782361
760,https://docdoc.ru/doctor/Abolmasov_Aleksandr,7500.0,16.0,4.828472273260628,49.0,2.0,10.904066043953629,онколог-маммолог,False,True,Обе платформы,Нагорный район,8.922791623969637
770,https://docdoc.ru/doctor/Abramenkova_Anna,3350.0,20.0,3.9876608902377946,20.0,2.0,3.957182045276343,терапевт,False,True,Обе платформы,район Хамовники,8.11701408773731
778,https://docdoc.ru/doctor/Abramov_Ilya,8000.0,6.0,4.770301307802855,20.0,2.0,9.397862240918464,гинеколог-хирург,False,True,Обе платформы,район Раменки,8.987321812850125
782,https://docdoc.ru/doctor/Abramov_Ruslan_2,2020.0,7.0,3.14,2.0,2.0,3.3477612062634936,терапевт,False,True,Обе платформы,Пресненский район,7.611347717403621
783,https://docdoc.ru/doctor/Abramova__Petrichenko,5500.0,9.0,4.647848905764786,42.0,2.0,2.812902248015138,репродуктолог,False,True,Обе платформы,Таганский район,8.612685172875459
791,https://prodoctorov.ru/moskva/vrach/61836-abramova/,4760.0,,0.45625,8.0,1.0,2.9018190447803325,акушер,False,True,ProDoctorov,,8.46821300919452
796,https://prodoctorov.ru/moskva/vrach/1093731-abramova/,2800.0,,0.0,1.0,2.0,25.008914852229886,гинеколог,False,True,ProDoctorov,,7.937731775260109
819,https://docdoc.ru/doctor/Abramyants_Laura,2800.0,40.0,2.981823636697176,12.0,5.0,20.268093556630202,онколог-маммолог,False,True,Обе платформы,,7.937731775260109
841,https://prodoctorov.ru/moskva/vrach/1199340-abuev/,2700.0,,3.720431980230113,4.0,2.0,22.040152844706935,терапевт,False,True,ProDoctorov,,7.901377353792616
844,https://docdoc.ru/doctor/Abuzayd_Saleh,4500.0,30.0,3.25,0.0,1.0,5.859848190533023,другое,False,True,Обе платформы,,8.412054873292933
859,https://docdoc.ru/doctor/Abushaev_Rushan,6450.0,11.0,0.6491673086148252,2.0,3.0,3.552573519251222,терапевт,False,True,Обе платформы,Тверской район,8.771990436532242
861,https://docdoc.ru/doctor/Abushenko_Marina,2950.0,28.0,3.905251448745871,8.0,2.0,0.290742422032002,кардиолог,False,True,Обе платформы,Тверской район,7.989899374942939
871,https://docdoc.ru/doctor/Avazbekova_YOsimin,2300.0,,2.782168351659178,4.0,3.0,13.953698492843781,терапевт,False,True,Обе платформы,,7.741099090035366
879,https://docdoc.ru/doctor/Avakyan_Georgiy_3,7000.0,19.0,4.8687499999999995,6.0,3.0,1.6793063998716302,функциональный диагност,True,True,Обе платформы,район Арбат,8.853808274977197
887,https://docdoc.ru/doctor/Avanesjan_Gajane,3200.0,28.0,4.525492043335175,144.0,4.0,3.392948244827934,акушер,False,True,Обе платформы,район Дорогомилово,8.071218539969863
890,https://docdoc.ru/doctor/Avanesyan_Narine,6500.0,31.0,4.247794117647059,22.0,7.0,4.8761469536672415,акушер,False,True,Обе платформы,,8.77971129020447
893,https://docdoc.ru/doctor/Avdalyan_Marina,10000.0,23.0,3.16572443631606,7.0,2.0,1.3645793436107125,терапевт,False,True,Обе платформы,Пресненский район,9.210440366976517
898,https://docdoc.ru/doctor/Avdeeva_Aleksandra_3,5400.0,,1.84375,1.0,2.0,1.1138875844233127,терапевт,False,True,Обе платформы,Таганский район,8.594339400592892
899,https://docdoc.ru/doctor/Avdeeva_Alina_2,6500.0,13.0,3.924966297635793,16.0,2.0,9.397862240918464,невролог,False,True,Обе платформы,район Раменки,8.77971129020447
912,https://prodoctorov.ru/moskva/vrach/986203-avdyay/,2580.0,,2.4166666666666665,1.0,2.0,19.72833406542305,нефролог,False,True,ProDoctorov,,7.855932199718614
921,https://docdoc.ru/doctor/Averin_Dmitriy,10000.0,17.0,4.6641977267742325,21.0,2.0,0.290742422032002,хирург-эндокринолог,False,True,Обе платформы,Тверской район,9.210440366976517
932,https://docdoc.ru/doctor/Averinov_Anton,3500.0,23.0,2.063207897600653,4.0,3.0,7.5055028420542245,терапевт,False,True,Обе платформы,район Аэропорт,8.160803920954665
936,https://docdoc.ru/doctor/Averchenko_Mariya,2750.0,25.0,4.528125,8.0,1.0,12.790699496840531,терапевт,False,True,Обе платформы,,7.919719760924575
938,https://docdoc.ru/doctor/Averchenko_Rigina,8500.0,22.0,5.0,150.0,1.0,4.389628851433832,гинеколог-хирург,False,True,Обе платформы,,9.04793908261736
940,https://prodoctorov.ru/moskva/vrach/137404-averyanova/,3000.0,,4.639020205392151,12.0,2.0,19.05028816786054,гинеколог,False,True,ProDoctorov,,8.006700845440367
944,https://prodoctorov.ru/moskva/vrach/916121-averyanova/,5000.0,,2.333333333333333,1.0,1.0,2.2872990013603154,акушер,False,True,ProDoctorov,,8.517393171418904
951,https://docdoc.ru/doctor/Avetisova_Kseniya,7000.0,14.0,4.354551991205597,18.0,1.0,8.56357200391162,алголог,False,True,Обе платформы,район Филёвский Парк,8.853808274977197
953,https://docdoc.ru/doctor/Avetisyan_Anush,6845.0,10.0,3.9853267974143214,5.0,2.0,13.399780602347311,терапевт,False,True,Обе платформы,район Тропарёво-Никулино,8.831419819090131
967,https://docdoc.ru/doctor/Avramenko_Marina_2,3150.0,6.0,1.04,2.0,2.0,3.8150456640304946,эндокринолог,False,True,Обе платформы,район Хамовники,8.055475141757274
968,https://prodoctorov.ru/moskva/vrach/583621-avramidi/,2030.0,,1.1093295269209458,16.0,1.0,5.990019738183941,гинеколог,False,True,ProDoctorov,,7.616283561580385
981,https://docdoc.ru/doctor/Avtsina_Vera,4500.0,17.0,3.7184884464555017,10.0,3.0,4.7056313430699355,нейрофизиолог,True,True,Обе платформы,район Марьина Роща,8.412054873292933
991,https://docdoc.ru/doctor/Agadzhanov_Vadim,4750.0,27.0,4.999999999999999,344.0,6.0,4.105229612643577,другое,False,True,Обе платформы,Красносельский район,8.46611040118692
993,https://docdoc.ru/doctor/Agadzhanyan_Diana,5800.0,8.0,4.933020957395689,14.0,1.0,14.686780628722685,акушер,False,True,Обе платформы,район Тёплый Стан,8.665785595466064
1001,https://docdoc.ru/doctor/Agaeva_Aytan_2,2700.0,7.0,3.1374999999999997,2.0,1.0,,терапевт,False,True,Обе платформы,,7.901377353792616
1008,https://docdoc.ru/doctor/Agaeva_Tamila,3000.0,6.0,4.707123313554616,41.0,3.0,14.21673317966726,эндокринолог,False,True,Обе платформы,район Левобережный,8.006700845440367
