,doctor_link,price,experience,rating,review_count,clinics_count,dist_center,spec,is_kids,is_adults,doctor_source,district,price_log
2291,https://docdoc.ru/doctor/Ankudinova_Ekaterina,2500.0,9.0,4.8208849558624225,90.0,2.0,2.2692469272637834,остеопат,False,True,Обе платформы,Таганский район,7.824445930877619
2294,https://docdoc.ru/doctor/Annenkova_Elena_3,5250.0,11.0,3.776405366620659,7.0,2.0,2.2872990013603154,акушер,False,True,Обе платформы,район Якиманка,8.566173813637858
2307,https://docdoc.ru/doctor/Anohin_Dmitriy,2300.0,45.0,3.891360266624264,263.0,3.0,17.694503984117542,психиатр,True,True,Обе платформы,район Солнцево,7.741099090035366
2318,https://docdoc.ru/doctor/Anpilogova_Irina,4500.0,35.0,2.7736561592669773,50.0,1.0,10.58026134071374,детский невролог,True,True,Обе платформы,,8.412054873292933
2319,https://docdoc.ru/doctor/Anpilogova_Olga,2600.0,16.0,3.935967141371327,28.0,1.0,20.212408033079715,терапевт,False,True,Обе платформы,,7.8636512654486515
2332,https://docdoc.ru/doctor/Antipina_Tatyana,4000.0,40.0,4.541448562319112,60.0,2.0,2.5365424681339364,акушер,False,True,Обе платформы,район Якиманка,8.294299608857235
2338,https://docdoc.ru/doctor/Antipova_Viktoriya,2900.0,21.0,2.6776730867102065,1.0,2.0,13.340277953382529,эндокринолог,False,True,Обе платформы,район Кунцево,7.972810784121404
2340,https://docdoc.ru/doctor/Antipova_Elena,6500.0,25.0,4.5971821943672735,29.0,2.0,10.88414347361244,акушер,False,True,Обе платформы,район Хорошёво-Мнёвники,8.77971129020447
2345,https://prodoctorov.ru/moskva/vrach/62899-antipova/,4500.0,,5.0,58.0,5.0,8.728110219930779,другое,True,True,ProDoctorov,,8.412054873292933
2356,https://docdoc.ru/doctor/Antonov_Anatoliy,3520.0,36.0,3.1261902054641,10.0,2.0,4.2703514698675145,другое,False,True,Обе платформы,,8.166500319155052
2363,https://docdoc.ru/doctor/Antonov_Nikolay_3,3000.0,24.0,4.082889548957748,19.0,3.0,5.513920181905953,эндокринолог,False,True,Обе платформы,,8.006700845440367
2376,https://docdoc.ru/doctor/Antonova_Galina,5000.0,32.0,3.587071448302738,16.0,4.0,22.625816237880578,онколог,False,True,Обе платформы,7-й микрорайон,8.517393171418904
2377,https://docdoc.ru/doctor/Antonova_Ekaterina,12000.0,13.0,4.2197557164582,20.0,5.0,2.55385956620206,акушер,True,True,Обе платформы,Тверской район,9.392745258631441
2379,https://docdoc.ru/doctor/Antonova_Elena_12,3000.0,20.0,1.1994995277478468,13.0,2.0,23.367913278886142,невролог,False,True,Обе платформы,,8.006700845440367
2383,https://docdoc.ru/doctor/Antonova_Irina_3,1390.0,15.0,2.9859669809908995,5.0,1.0,,акушер,False,True,Обе платформы,,7.237778191923443
2386,https://prodoctorov.ru/moskva/vrach/1290772-antonova/,5800.0,,,0.0,1.0,2.9681963939097997,терапевт,False,True,ProDoctorov,,8.665785595466064
2387,https://prodoctorov.ru/moskva/vrach/134996-antonova/,3000.0,,1.8740740740740744,9.0,3.0,15.41346406348421,терапевт,False,True,ProDoctorov,,8.006700845440367
2397,https://docdoc.ru/doctor/Antonyan_Inga,2500.0,21.0,4.034900894137795,12.0,3.0,31.33079902140182,акушер,False,True,Обе платформы,жилой район Новые Ватутинки,7.824445930877619
2415,https://prodoctorov.ru/moskva/vrach/990385-antukaev/,10000.0,,5.0,34.0,1.0,2.6955232338604964,терапевт,False,True,ProDoctorov,,9.210440366976517
2419,https://docdoc.ru/doctor/Antyuhin_Maksim,3925.0,26.0,4.83752338676459,43.0,3.0,2.5365424681339364,невролог,False,True,Обе платформы,район Якиманка,8.275376374836407
2432,https://docdoc.ru/doctor/Anfilova_Elizaveta_2,8000.0,5.0,4.609250456953531,8.0,2.0,9.397862240918464,невролог,False,True,Обе платформы,район Раменки,8.987321812850125
2445,https://docdoc.ru/doctor/Apevalova_Anastasiya,4850.0,6.0,4.381551345729109,11.0,2.0,3.267293198790294,невролог,False,True,Обе платформы,район Хамовники,8.486940148245216
2446,https://prodoctorov.ru/moskva/vrach/123776-apellesova/,3500.0,,4.039874465023883,25.0,1.0,4.43051123469647,детский эндокринолог,True,False,ProDoctorov,,8.160803920954665
2464,https://docdoc.ru/doctor/Arabgaeva_Gerenzel,3100.0,15.0,3.95,0.0,3.0,18.122147259414184,терапевт,False,True,Обе платформы,район Чертаново Южное,8.03947991910045
2471,https://docdoc.ru/doctor/Arakelova_Svetlana_2,3570.0,41.0,4.338444864508947,553.0,4.0,2.5365424681339364,другое,False,True,Обе платформы,район Якиманка,8.18060094759445
2474,https://docdoc.ru/doctor/Arakelyan_Arsen,8190.0,5.0,4.530402765004036,8.0,2.0,11.934891208189807,терапевт,False,True,Обе платформы,район Проспект Вернадского,9.010791269515602
2480,https://docdoc.ru/doctor/Arakelyan_Mariam_3,9500.0,17.0,1.6787739482725428,2.0,1.0,10.031494688402436,терапевт,False,True,Обе платформы,район Раменки,9.15915233520675
2482,https://docdoc.ru/doctor/Arakelyan_Roza,3350.0,5.0,3.3662259622539814,3.0,2.0,22.97055972150319,другое,False,True,Обе платформы,,8.11701408773731
2486,https://prodoctorov.ru/moskva/vrach/1153854-arakelyan/,1900.0,,4.75,10.0,3.0,6.303273681608121,акушер,True,True,ProDoctorov,,7.550135342488429
2488,https://prodoctorov.ru/moskva/vrach/1319345-arakcheeva/,3350.0,,,0.0,1.0,4.43051123469647,терапевт,False,True,ProDoctorov,,8.11701408773731
2493,https://prodoctorov.ru/moskva/vrach/78710-aranovich/,6900.0,,2.75,3.0,1.0,8.532116100658772,онколог,False,True,ProDoctorov,,8.839421607620602
2496,https://prodoctorov.ru/moskva/vrach/350028-arapbaeva/,1800.0,,3.9166666666666665,10.0,1.0,,гинеколог,False,True,ProDoctorov,,7.496097345175956
2500,https://docdoc.ru/doctor/Arapova_Olga,3200.0,30.0,4.849854063011164,87.0,4.0,0.290742422032002,терапевт,False,True,Обе платформы,Тверской район,8.071218539969863
2504,https://docdoc.ru/doctor/Arar_Irina,6650.0,30.0,4.074878117871531,15.0,4.0,2.2271407466521334,диетолог,False,True,Обе платформы,район Арбат,8.802522498284421
2507,https://docdoc.ru/doctor/Arbatskaya_Viktoriya,2900.0,9.0,0.6281675896078125,7.0,2.0,4.286328794637338,онколог,False,True,Обе платформы,Пресненский район,7.972810784121404
2513,https://docdoc.ru/doctor/Argun_Dmitriy,3680.0,6.0,3.861746106252683,8.0,4.0,10.460628877115514,онколог,False,True,Обе платформы,район Зюзино,8.210939733379021
2535,https://docdoc.ru/doctor/Arefeva_Irina,3750.0,39.0,3.8809641206502903,15.0,2.0,2.072917140495297,акушер,False,True,Обе платформы,,8.229777750081887
2539,https://docdoc.ru/doctor/Arefeva_Svetlana,7875.0,17.0,4.1125,1.0,2.0,11.934891208189807,детский кардиолог,True,False,Обе платформы,район Проспект Вернадского,8.971575439759016
2540,https://docdoc.ru/doctor/Arefeva_Yana,4450.0,18.0,3.3125984965306703,26.0,2.0,6.7086113055624725,акушер,False,True,Обе платформы,Хорошёвский район,8.400884069015854
2543,https://docdoc.ru/doctor/Arzhanenko_Vladislav,3181.0,5.0,4.066671401321683,34.0,3.0,22.400999832052175,мануальный терапевт,False,True,Обе платформы,район Куркино,8.065265208897733
2552,https://prodoctorov.ru/moskva/vrach/512214-arzumanyan/,940.0,,4.995685954562987,54.0,2.0,8.75793548003891,акушер,True,True,ProDoctorov,район Раменки,6.846943139585379
2570,https://docdoc.ru/doctor/Aristov_Sergey,2975.0,17.0,4.6528431467783475,20.0,2.0,21.37764446787221,невролог,False,True,Обе платформы,район Куркино,7.998335395952982
2576,https://prodoctorov.ru/moskva/vrach/1305018-arifdzhanova/,3500.0,,2.6666666666666665,1.0,1.0,13.30037606833138,детский невролог,True,True,ProDoctorov,,8.160803920954665
2578,https://docdoc.ru/doctor/Arifulina_Ulija,5000.0,26.0,1.501828955583171,17.0,3.0,6.643732971595943,детский невролог,True,True,Обе платформы,Савёловский район,8.517393171418904
2582,https://docdoc.ru/doctor/Arlanova_Arina,3315.0,33.0,3.3036735409803137,145.0,2.0,2.4691151335997565,терапевт,False,True,Обе платформы,Таганский район,8.106514516255185
2584,https://docdoc.ru/doctor/Arlashina_Olga,2125.0,45.0,4.790266029577918,462.0,4.0,3.079574868604005,акушер,False,True,Обе платформы,Тверской район,7.661997558901893
2592,https://docdoc.ru/doctor/Bagdasaryan_Lilit,5500.0,12.0,2.975512671042048,12.0,4.0,6.959094447384428,акушер,False,True,Обе платформы,Алексеевский район,8.612685172875459
2606,https://docdoc.ru/doctor/Arslanbekova_Madina,7299.0,11.0,4.846648286065099,14.0,2.0,2.5365424681339364,акушер,False,True,Обе платформы,,8.895629627136483
2610,https://docdoc.ru/doctor/Arslanova_Tatyana,5500.0,6.0,3.6000000000000005,0.0,2.0,1.8593091682859662,невролог,False,True,Обе платформы,Мещанский район,8.612685172875459
2612,https://docdoc.ru/doctor/Arsyuhin_Nikolay,3000.0,18.0,4.671875000000001,1.0,4.0,10.704858822431662,нейрофизиолог,False,True,Обе платформы,район Печатники,8.006700845440367
2614,https://docdoc.ru/doctor/Artamonov_Aleksandr,2040.0,44.0,4.958625456170322,298.0,2.0,2.1658700685412686,невролог,False,True,Обе платформы,Басманный район,7.621195162809845
2627,https://docdoc.ru/doctor/Artamonova_Mariya,4450.0,12.0,3.3380472701022663,20.0,4.0,7.993924676875646,онколог,False,True,Обе платформы,район Котловка,8.400884069015854
2628,https://docdoc.ru/doctor/Artamonova_Natalya,4450.0,23.0,4.470332088719275,34.0,4.0,11.257863787191969,детский гинеколог,True,True,Обе платформы,район Измайлово,8.400884069015854
2633,https://prodoctorov.ru/moskva/vrach/466022-artemenko/,7800.0,,2.3333333333333335,2.0,2.0,11.372916764365215,детский кардиолог,True,False,ProDoctorov,,8.962007209588313
2634,https://docdoc.ru/doctor/Artemenko_Yuliya_2,5000.0,7.0,4.458889814818614,7.0,2.0,7.82326778538953,репродуктолог,False,True,Обе платформы,,8.517393171418904
2635,https://docdoc.ru/doctor/Artemov_Vasiliy,2900.0,10.0,4.540625,6.0,4.0,15.316212177342186,онколог,True,True,Обе платформы,Ярославский район,7.972810784121404
2646,https://docdoc.ru/doctor/Artemova_Mariya_3,7000.0,6.0,3.718271537924242,8.0,3.0,6.488201009915855,невролог,False,True,Обе платформы,,8.853808274977197
2648,https://docdoc.ru/doctor/Artemova_Svetlana,11550.0,32.0,3.717901556023586,10.0,2.0,1.2164790395630878,диетолог,False,True,Обе платформы,,9.35452729228868
2656,https://docdoc.ru/doctor/Artemeva_Alla,3350.0,39.0,4.591048346540092,70.0,3.0,3.957182045276343,эндокринолог,False,True,Обе платформы,район Хамовники,8.11701408773731
2657,https://prodoctorov.ru/moskva/vrach/165303-artemeva/,2200.0,,2.0833333333333335,4.0,1.0,12.084885595331063,эндокринолог,False,True,ProDoctorov,район Покровское-Стрешнево,7.696667081526462
2662,https://docdoc.ru/doctor/Artemeva_Mariya_2,2125.0,30.0,4.92609775570105,310.0,3.0,3.079574868604005,акушер,False,True,Обе платформы,Тверской район,7.661997558901893
2663,https://docdoc.ru/doctor/Artemeva_Olesya,3450.0,12.0,0.4390180334931159,7.0,2.0,7.5055028420542245,онколог,False,True,Обе платформы,район Аэропорт,8.146419323098003
2665,https://docdoc.ru/doctor/Artemeva_Svetlana,4000.0,40.0,2.4219989867693776,9.0,2.0,4.158034336514093,детский невролог,True,True,Обе платформы,Донской район,8.294299608857235
2667,https://docdoc.ru/doctor/Artemeva_Yuliya_6,1715.0,9.0,4.06625,8.0,3.0,3.8228352431855424,невролог,False,True,Обе платформы,,7.447751280047908
2681,https://docdoc.ru/doctor/Arustamova_Yunneta,1590.0,33.0,2.1283055007806726,35.0,1.0,15.166626909086197,акушер,False,True,Обе платформы,,7.372118028337787
2685,https://prodoctorov.ru/moskva/vrach/78557-arutyunov/,4070.0,,2.583333333333333,1.0,3.0,18.122147259414184,терапевт,False,True,ProDoctorov,,8.31164394850298
2689,https://docdoc.ru/doctor/Arutyunova_Lyudmila,2000.0,50.0,3.981250000000001,1.0,2.0,10.20433375033587,невролог,False,True,Обе платформы,,7.601402334583733
2690,https://docdoc.ru/doctor/Arutyunova_Margarita,7595.0,16.0,4.098244107024199,9.0,5.0,11.934891208189807,диетолог,False,True,Обе платформы,район Проспект Вернадского,8.935377071932177
2697,https://prodoctorov.ru/moskva/vrach/136096-arutyunyan/,5000.0,,5.0,22.0,2.0,24.167636758346916,акушер,False,True,ProDoctorov,,8.517393171418904
2707,https://docdoc.ru/doctor/Arutyunyan_Karina,5300.0,21.0,4.961098637165269,81.0,2.0,1.989727959273741,акушер,False,True,Обе платформы,Мещанский район,8.575650760987806
2711,https://docdoc.ru/doctor/Arutyunyan_Mariam_5,3360.0,8.0,3.25,0.0,2.0,2.2872990013603154,невролог,False,True,Обе платформы,район Якиманка,8.119993827725105
2712,https://docdoc.ru/doctor/Arutyunyan_Narina,4200.0,15.0,3.6210376200590946,8.0,1.0,16.53712686222474,акушер,False,True,Обе платформы,район Ясенево,8.343077871169383
2714,https://docdoc.ru/doctor/Arutyunyan_Ruzanna,2055.0,19.0,3.8130115980287296,41.0,5.0,17.694503984117542,функциональный диагност,False,True,Обе платформы,район Солнцево,7.628517626575055
2717,https://docdoc.ru/doctor/Arutyunyants_Arsen,3500.0,23.0,3.550775515246742,6.0,2.0,2.369652460286146,акушер,False,True,Обе платформы,Тверской район,8.160803920954665
2721,https://prodoctorov.ru/moskva/vrach/286917-arhangelskaya/,3300.0,,0.3420301318676028,3.0,1.0,2.842692871332313,эндокринолог,False,True,ProDoctorov,район Хамовники,8.101980731853192
2722,https://docdoc.ru/doctor/Arhangelskaya_Ekaterina_3,3350.0,7.0,5.0,16.0,2.0,4.43051123469647,невролог,False,True,Обе платформы,,8.11701408773731
2742,https://docdoc.ru/doctor/Arhipova_Elena_5,12900.0,18.0,4.088461538461539,10.0,3.0,9.718065506544988,акушер,False,True,Обе платформы,район Черёмушки,9.465060106725137
2746,https://docdoc.ru/doctor/Arhipova_Lyubov_3,3150.0,42.0,4.182880401438371,31.0,2.0,2.2872990013603154,нефролог,False,True,Обе платформы,район Якиманка,8.055475141757274
2749,https://docdoc.ru/doctor/Arhipova_Natalya_15,3750.0,31.0,3.95,0.0,2.0,6.959094447384428,функциональный диагност,False,True,Обе платформы,Алексеевский район,8.229777750081887
2758,https://docdoc.ru/doctor/Arhireeva_Lyudmila,3657.5,17.0,2.5478896103896105,8.0,4.0,3.4165854787574483,невролог,False,True,Обе платформы,Таганский район,8.204808506324085
2762,https://docdoc.ru/doctor/Archakova_Elena,4500.0,9.0,4.705098473540249,13.0,1.0,13.259190594471143,терапевт,False,True,Обе платформы,,8.412054873292933
2766,https://docdoc.ru/doctor/Archakova_Tatyana,5850.0,14.0,4.781252953509741,46.0,4.0,8.532116100658772,диетолог,False,True,Обе платформы,район Котловка,8.674367865788236
2769,https://prodoctorov.ru/moskva/vrach/984594-arshaeva/,3500.0,,3.0833333333333335,2.0,3.0,,акушер,False,True,ProDoctorov,,8.160803920954665
2780,https://docdoc.ru/doctor/Asadova_Suraye,3400.0,46.0,3.109761945137075,31.0,2.0,0.290742422032002,гинеколог,False,True,Обе платформы,Тверской район,8.131824785007195
2785,https://docdoc.ru/doctor/Asanidze_David,2900.0,14.0,4.1585804210113055,25.0,3.0,10.55211077269659,диетолог,False,True,Обе платформы,район Черёмушки,7.972810784121404
2786,https://docdoc.ru/doctor/Asanishvili_Manana,4000.0,24.0,4.90077981648742,82.0,2.0,14.761806387076723,акушер,False,True,Обе платформы,,8.294299608857235
2789,https://docdoc.ru/doctor/Asanova_Ayshe,2300.0,21.0,4.200418180985628,5.0,6.0,9.32906112869902,акушер,False,True,Обе платформы,район Нагатинский Затон,7.741099090035366
2798,https://docdoc.ru/doctor/Asvedov_Magomed,3100.0,3.0,2.738663983310464,1.0,3.0,7.747204164745546,невролог,False,True,Обе платформы,Алексеевский район,8.03947991910045
2806,https://docdoc.ru/doctor/Asekova_Burliyant,3000.0,29.0,4.189862827344838,35.0,3.0,15.61337747567889,детский невролог,True,True,Обе платформы,район Чертаново Центральное,8.006700845440367
2811,https://docdoc.ru/doctor/Asinovskov_Ilya,5350.0,28.0,4.446704017565153,11.0,6.0,5.289719149654753,онколог,False,True,Обе платформы,Даниловский район,8.585038738311304
2812,https://docdoc.ru/doctor/Askarov_Azizhon,4500.0,17.0,2.33427693873633,1.0,2.0,7.5055028420542245,терапевт,False,True,Обе платформы,район Аэропорт,8.412054873292933
2813,https://prodoctorov.ru/moskva/vrach/285875-askarova/,3500.0,,3.529983046990107,11.0,3.0,11.19072714553125,терапевт,False,True,ProDoctorov,,8.160803920954665
2828,https://prodoctorov.ru/moskva/vrach/914246-askerova/,1590.0,,3.1666666666666665,2.0,2.0,13.935026104002448,акушер,False,True,ProDoctorov,,7.372118028337787
2833,https://docdoc.ru/doctor/Askerova_Sevda,2550.0,2.0,3.5850359423645,2.0,2.0,4.105229612643577,акушер,False,True,Обе платформы,Красносельский район,7.844240718141811
2838,https://docdoc.ru/doctor/Askolskaya_Svetlana,7400.0,49.0,3.6253699098515857,30.0,4.0,6.959094447384428,акушер,False,True,Обе платформы,Алексеевский район,8.909370405197466
2846,https://prodoctorov.ru/moskva/vrach/1041097-aslanova/,3062.0,,2.5,1.0,1.0,4.434705206568091,эндокринолог,False,True,ProDoctorov,,8.027150106832774
2863,https://docdoc.ru/doctor/Asminina_Irina,2700.0,23.0,3.155095655834716,25.0,2.0,,эндокринолог,False,True,Обе платформы,,7.901377353792616
2868,https://docdoc.ru/doctor/Asretova_Zemfira_2,2475.0,11.0,4.242719251233638,14.0,4.0,3.784723726560564,эндокринолог,False,True,Обе платформы,район Дорогомилово,7.814399633804487
2869,https://prodoctorov.ru/moskva/vrach/1300661-asriyan/,2500.0,,5.0,30.0,4.0,20.605241545785947,эндокринолог,False,True,ProDoctorov,,7.824445930877619
2888,https://docdoc.ru/doctor/Astafeva_Lyudmila,12000.0,,4.347741926461261,18.0,2.0,5.291718205513534,эндокринолог,False,True,Обе платформы,,9.392745258631441
2900,https://docdoc.ru/doctor/Astahova_Ludmila,4200.0,46.0,4.520343294444649,52.0,2.0,12.912046856311187,терапевт,False,True,Обе платформы,район Москворечье-Сабурово,8.343077871169383
2902,https://docdoc.ru/doctor/Astahova_Natalya,4150.0,27.0,1.6275260223423365,5.0,2.0,11.311575974459231,акушер,False,True,Обе платформы,район Проспект Вернадского,8.33110454805304
2903,https://prodoctorov.ru/moskva/vrach/904124-astahova/,3500.0,,0.0,2.0,3.0,10.58026134071374,функциональный диагност,True,True,ProDoctorov,,8.160803920954665
2909,https://prodoctorov.ru/moskva/vrach/1047190-astashkina/,6300.0,,5.0,17.0,2.0,8.156834087889427,детский невролог,True,False,ProDoctorov,район Сокол,8.748463629942055
2924,https://docdoc.ru/doctor/Asfarova_Gunay,6000.0,11.0,4.698944998727036,11.0,1.0,,гинеколог,False,True,Обе платформы,,8.699681400989514
2928,https://docdoc.ru/doctor/Astsatrjan_Luiza,2625.0,17.0,3.6949781079880712,23.0,2.0,2.1364743614631947,диетолог,False,True,Обе платформы,,7.873217054862741
2929,https://docdoc.ru/doctor/Astsaturova_Olga,3210.0,32.0,3.706716552112206,10.0,1.0,3.7288535317524314,акушер,False,True,Обе платформы,район Хамовники,8.074337694089515
2931,https://docdoc.ru/doctor/Askina_Ekaterina,2970.0,14.0,4.321492338099753,118.0,2.0,0.290742422032002,терапевт,False,True,Обе платформы,Тверской район,7.9966538754626075
2952,https://docdoc.ru/doctor/Atamanova_Yuliya,3000.0,4.0,,0.0,1.0,6.941345508924851,диетолог,False,True,Обе платформы,,8.006700845440367
2959,https://prodoctorov.ru/moskva/vrach/1031520-atahanova/,3100.0,,5.0,16.0,2.0,10.491661064646596,нутрициолог,False,True,ProDoctorov,,8.03947991910045
2961,https://docdoc.ru/doctor/Atajan_Nare,4000.0,18.0,4.765474299161962,11.0,4.0,23.50001952287706,эндокринолог,False,True,Обе платформы,22-й микрорайон,8.294299608857235
2964,https://docdoc.ru/doctor/Atlasov_Uriy,3150.0,43.0,4.343256578947368,19.0,4.0,9.62517181890905,терапевт,False,True,Обе платформы,район Хорошёво-Мнёвники,8.055475141757274
2965,https://docdoc.ru/doctor/Atlueva_Zulfira,2000.0,4.0,3.2857547896545087,2.0,2.0,5.192181061086145,акушер,False,True,Обе платформы,Савёловский район,7.601402334583733
2967,https://docdoc.ru/doctor/Atroshtenko_Andrey,3850.0,17.0,4.507087692140658,12.0,4.0,6.25860927431609,онколог,False,True,Обе платформы,район Печатники,8.25608813381491
2970,https://docdoc.ru/doctor/Attila_Olga,7500.0,17.0,3.932632352075261,13.0,1.0,14.06163763151719,акушер,False,True,Обе платформы,,8.922791623969637
2971,https://docdoc.ru/doctor/Atuev_Magomedarif,2700.0,7.0,4.780580117968275,23.0,3.0,9.54336710092581,мануальный терапевт,False,True,Обе платформы,район Нагатино-Садовники,7.901377353792616
2974,https://docdoc.ru/doctor/Atunina_Anastasija,5935.0,16.0,3.3564294648019506,3.0,3.0,9.397862240918464,терапевт,False,True,Обе платформы,район Раменки,8.688790784847216
2982,https://docdoc.ru/doctor/Ausheva_Zarema,1490.0,13.0,4.130808589937947,177.0,3.0,2.5059485320717747,акушер,False,True,Обе платформы,Пресненский район,7.307202314764738
2983,https://docdoc.ru/doctor/Ausheva_Pyatimat,2700.0,,3.010575077832007,2.0,2.0,10.113977154863056,терапевт,False,True,Обе платформы,,7.901377353792616
2984,https://docdoc.ru/doctor/Afana_Svetlana,7000.0,28.0,4.743803477158396,65.0,3.0,11.055827581125905,акушер,False,True,Обе платформы,Обручевский район,8.853808274977197
2987,https://prodoctorov.ru/moskva/vrach/1071536-afanasev/,3062.0,,,0.0,2.0,4.434705206568091,рефлексотерапевт,False,True,ProDoctorov,,8.027150106832774
2989,https://docdoc.ru/doctor/Afanaseva_Aleksandra,2900.0,16.0,4.2053939813287275,116.0,2.0,11.785922318687314,акушер,False,True,Обе платформы,район Отрадное,7.972810784121404
2991,https://docdoc.ru/doctor/Afanaseva_Alla,3745.0,26.0,4.999999999999999,207.0,5.0,4.158034336514093,онколог,False,True,Обе платформы,Донской район,8.228443883004033
2992,https://docdoc.ru/doctor/Afanaseva_Antonina,2500.0,30.0,3.572655691354033,27.0,2.0,10.714154254693948,акушер,False,True,Обе платформы,район Зюзино,7.824445930877619
2994,https://docdoc.ru/doctor/Afanaseva_Darya_9,3350.0,7.0,4.102581077891574,14.0,2.0,7.822931425027749,эндокринолог,False,True,Обе платформы,Нижегородский район,8.11701408773731
3000,https://docdoc.ru/doctor/Afanaseva_Marina,4000.0,19.0,2.498655577071167,6.0,2.0,18.818816729187525,терапевт,False,True,Обе платформы,,8.294299608857235
3002,https://docdoc.ru/doctor/Afanaseva_Mariya_10,2800.0,8.0,4.475,2.0,2.0,0.290742422032002,акушер,False,True,Обе платформы,Тверской район,7.937731775260109
3023,https://docdoc.ru/doctor/Afonin_Dmitriy,3960.0,17.0,4.828893123470393,96.0,2.0,3.10566102539106,невролог,False,True,Обе платформы,Мещанский район,8.284251797621916
3025,https://docdoc.ru/doctor/Afonina_Armine,2900.0,18.0,2.7140625000000003,4.0,2.0,10.55211077269659,диетолог,False,True,Обе платформы,район Черёмушки,7.972810784121404
3038,https://docdoc.ru/doctor/Afyan_Armine,2870.0,20.0,4.217409893457804,29.0,3.0,14.171104614623717,гинеколог,False,True,Обе платформы,район Коньково,7.962415680121064
3066,https://docdoc.ru/doctor/Ahmaev_Rasul,2900.0,15.0,3.9770613941885102,66.0,2.0,8.235701853983809,другое,False,True,Обе платформы,район Печатники,7.972810784121404
3076,https://docdoc.ru/doctor/Ahmatova_Heda,3650.0,9.0,4.34375,2.0,4.0,4.28225725831686,терапевт,False,True,Обе платформы,Басманный район,8.202756381655638
3079,https://docdoc.ru/doctor/Ahmed_Gamal,1390.0,23.0,4.125,0.0,1.0,,акушер,False,True,Обе платформы,,7.237778191923443
3101,https://prodoctorov.ru/moskva/vrach/993079-ahmedova/,4070.0,,,0.0,1.0,9.65855340564303,терапевт,False,True,ProDoctorov,район Хорошёво-Мнёвники,8.31164394850298
3111,https://prodoctorov.ru/moskva/vrach/354581-ahmedova/,3500.0,,3.166666666666666,5.0,1.0,3.7288535317524314,акушер,False,True,ProDoctorov,район Хамовники,8.160803920954665
3124,https://prodoctorov.ru/moskva/vrach/1154327-ahmedova/,3000.0,,1.5833333333333333,1.0,5.0,,детский эндокринолог,True,False,ProDoctorov,,8.006700845440367
3128,https://docdoc.ru/doctor/Ahmedova_Samira,6400.0,19.0,4.1416699758801645,42.0,1.0,7.228920531435789,акушер,False,True,Обе платформы,,8.764209507142004
3140,https://docdoc.ru/doctor/Ahmerov_Radmir,2950.0,11.0,4.055853226040117,5.0,7.0,8.235701853983809,гинеколог,False,True,Обе платформы,район Печатники,7.989899374942939
3141,https://docdoc.ru/doctor/Ahmerova_Tatyana_3,2590.0,30.0,3.11875,2.0,3.0,17.434575195621793,гинеколог,False,True,Обе платформы,район Лианозово,7.85979918056211
3142,https://docdoc.ru/doctor/Ahmetzyanova_Dilya_2,3970.0,4.0,3.610174104188608,5.0,2.0,2.771220180737925,гинеколог,False,True,Обе платформы,Басманный район,8.286773231131251
3146,https://prodoctorov.ru/moskva/vrach/1242259-ahmetova/,4600.0,,4.08231415346311,21.0,2.0,15.479216818712313,гинеколог,False,True,ProDoctorov,район Орехово-Борисово Северное,8.434028950155469
3156,https://docdoc.ru/doctor/Ahov_Andemir,11500.0,11.0,4.306082173440385,17.0,4.0,0.290742422032002,хирург,False,True,Обе платформы,Тверской район,9.350189267092581
3173,https://prodoctorov.ru/moskva/vrach/1291527-acakzay/,3700.0,,,0.0,1.0,4.43051123469647,акушер,False,True,ProDoctorov,,8.216358332386156
3178,https://docdoc.ru/doctor/Achilov_Abduahat,6000.0,46.0,3.594894763734602,9.0,3.0,5.6893361112815946,терапевт,False,True,Обе платформы,Южнопортовый район,8.699681400989514
3181,https://docdoc.ru/doctor/Achilova_Shahnoza,3500.0,16.0,3.9433993258146702,30.0,2.0,1.6849754870183875,терапевт,False,True,Обе платформы,Мещанский район,8.160803920954665
3187,https://docdoc.ru/doctor/Ashabokova_Karina,2900.0,3.0,3.6000000000000005,0.0,2.0,3.552573519251222,эндокринолог,False,True,Обе платформы,Тверской район,7.972810784121404
3192,https://docdoc.ru/doctor/Ashirova_Olga,3500.0,18.0,4.6515857534281535,17.0,2.0,4.859697239779504,акушер,False,True,Обе платформы,Пресненский район,8.160803920954665
3193,https://docdoc.ru/doctor/Ashihmina_Aleksandra,3350.0,7.0,4.545890983625029,18.0,2.0,0.290742422032002,невролог,False,True,Обе платформы,Тверской район,8.11701408773731
3196,https://docdoc.ru/doctor/Ashmarina_Olga,5185.0,36.0,4.011282647507044,7.0,2.0,7.039566973446106,терапевт,False,True,Обе платформы,район Раменки,8.55371796609861
3198,https://docdoc.ru/doctor/Ashnokova_Inna_2,7850.0,14.0,1.7340614871885458,2.0,2.0,18.018573836800037,невролог,False,True,Обе платформы,,8.968396191198256
3202,https://docdoc.ru/doctor/Ashurbekova_Shamsiyat,7500.0,7.0,4.091284420837891,6.0,3.0,2.55385956620206,эндокринолог,False,True,Обе платформы,Тверской район,8.922791623969637
3205,https://docdoc.ru/doctor/Ashurov_Shahrom,2600.0,4.0,4.576194923962528,10.0,4.0,6.502829887876596,терапевт,False,True,Обе платформы,Савёловский район,7.8636512654486515
3206,https://docdoc.ru/doctor/Ashurova_Gyulbadam,3700.0,12.0,4.4612454973824125,38.0,2.0,11.777275884352875,акушер,True,True,Обе платформы,район Зюзино,8.216358332386156
